ID,RoyalDutchShell,ExxonMobile
244,64.529999,72.220001
245,65.07,72.720001
246,65.440002,72.800003
247,65.68,73.199997
248,66.080002,73.010002
249,66.290001,73.419998
250,66.449997,73.370003
251,66.800003,73.360001
252,66.779999,73.120003
253,67.080002,74.550003
254,67.459999,74.900002
255,66.849998,74.699997
256,65.739998,75.18
257,65.75,75.589996
258,66.599998,75.129997
259,66.870003,75.690002
260,67.559998,76.580002
261,67.519997,76.709999
262,68.120003,77.839996
263,68.470001,78.709999
264,68.279999,78.239998
265,67.849998,77.75
266,68.849998,78.980003
267,69.529999,78.589996
268,69.080002,78.68
269,69.690002,79.660004
270,70.720001,79.879997
271,70.279999,78.989998
272,70.989998,80.68
273,73.349998,83.910004
274,73.43,83.410004
275,71.25,83.440002
276,69.68,83.279999
277,70.150002,83.93
278,70.120003,82.980003
279,69.300003,82.550003
280,69.139999,83.199997
281,68.400002,82.82
282,68.300003,84.910004
283,68.760002,82.970001
284,69.75,83.690002
285,70.529999,83.879997
286,71.010002,84.5
287,70.400002,85.440002
288,70.919998,87.07
289,70.5,85.970001
290,71.599998,85.339996
291,72.25,85.529999
292,70.959999,84.800003
293,71.349998,85.080002
294,72.279999,85.82
295,72.209999,85.080002
296,71.720001,84.720001
297,70.959999,84.599998
298,70.389999,84.379997
299,68.779999,81.379997
300,68.860001,82.120003
301,69.110001,82.379997
302,68.129997,81.389999
303,66.529999,79.309998
304,68.919998,81.160004
305,69.870003,80.849998
306,70.870003,82.839996
307,71.699997,82.559998
308,71.669998,82.599998
309,72.239998,82.730003
310,72.699997,83.620003
311,71.550003,83.470001
312,72.300003,83.25
313,72.800003,84.489998
314,72.860001,84.129997
315,73.32,84.68
316,73.75,84.870003
317,73.739998,85.419998
318,74.18,85.18
319,74.099998,85.760002
320,75.019997,85.949997
321,74.480003,85.160004
322,72.529999,83.18
323,72.940002,83.160004
324,73.360001,83.440002
325,72.860001,84.290001
326,71.220001,83.099998
327,71.589996,83.800003
328,74.150002,85.650002
329,74.690002,86.360001
330,75.050003,86.220001
331,75.57,87.419998
332,76.849998,87.779999
333,77.610001,87.339996
334,77.480003,87.980003
335,77.400002,86.970001
336,76.139999,85.620003
337,75.449997,84.809998
338,72.839996,82.620003
339,71.830002,82.690002
340,72.440002,83.18
341,73.610001,83.339996
342,71.650002,81.120003
343,71.089996,81.050003
344,69.629997,80.870003
345,69.029999,80.239998
346,69.43,80.410004
347,70.040001,81.739998
348,70.629997,82.330002
349,69.639999,81.57
350,68,80.669998
351,68.68,81.290001
352,69.010002,81.959999
353,70.279999,82.389999
354,70.029999,82.629997
355,71.43,83.470001
356,69.919998,82.029999
357,69.959999,81.330002
358,69.860001,81.18
359,69.339996,80.290001
360,69.400002,80
361,69.290001,80.760002
362,70.339996,81.18
363,68.800003,79.779999
364,69.089996,79.230003
365,70.129997,80.379997
366,68.300003,78.660004
367,67.790001,79.220001
368,68.449997,79.019997
369,68.699997,79.709999
370,70.309998,80.57
371,69.300003,79.82
372,68.580002,78.440002
373,67.360001,76.779999
374,68.110001,77.919998
375,69.050003,79.629997
376,69.970001,80.25
377,71.129997,81.379997
378,71.519997,82.010002
379,71.760002,81.599998
380,72.139999,81.57
381,73.160004,82.360001
382,73.029999,82.419998
383,71.040001,81.900002
384,70.470001,81.889999
385,71.139999,82.480003
386,71.309998,82.239998
387,71.900002,83
388,71.419998,82.650002
389,72.129997,83.629997
390,72.209999,83.300003
391,74.309998,85.019997
392,74.129997,85.220001
393,74.639999,84.57
394,75.139999,84.370003
395,73.480003,83.309998
396,73.550003,81.459999
397,73.559998,79.790001
398,72.550003,79.599998
399,71.510002,77.839996
400,69.480003,77.720001
401,64.580002,73.839996
402,64.400002,74.82
403,60.009998,70.190002
404,63.93,71.639999
405,61.349998,68.029999
406,64.120003,71.580002
407,65.639999,72
408,66.660004,74.290001
409,65.650002,73.5
410,65.970001,74.160004
411,63.59,70.940002
412,61.720001,69.800003
413,63.080002,70.18
414,65.440002,73.660004
415,64.889999,73.540001
416,63.16,71.769997
417,64.220001,72.639999
418,65.330002,74.120003
419,65.760002,73.910004
420,67.050003,74.019997
421,66.57,73.489998
422,65.669998,72.139999
423,64.07,71.150002
424,65.980003,73.650002
425,65.18,72.82
426,63.82,71.010002
427,63.82,71.839996
428,64.32,71.650002
429,64.889999,72.639999
430,66.860001,74.010002
431,66.339996,74.550003
432,65.379997,73.699997
433,65.760002,74.010002
434,63.150002,71.970001
435,61.650002,69.239998
436,61.32,69.309998
437,61.959999,71.720001
438,62.889999,72.910004
439,61.259998,72.07
440,62.959999,73.879997
441,61.52,72.629997
442,59.700001,71.150002
443,61.110001,72.830002
444,62.580002,73.949997
445,63.279999,73.889999
446,63.900002,73.559998
447,66.220001,76.279999
448,66.360001,76.269997
449,66.790001,77.160004
450,67.910004,76.370003
451,69.419998,78.110001
452,68.639999,77.470001
453,69.660004,78.889999
454,69.290001,78.43
455,70.269997,78.709999
456,71.779999,80.129997
457,71.459999,80.169998
458,71.239998,79.440002
459,72.370003,81.07
460,73.309998,81.879997
461,72.43,81.480003
462,70.910004,78.089996
463,69.57,75.940002
464,68.919998,77.370003
465,70.699997,78.860001
466,69.959999,78.519997
467,70.510002,79.349998
468,71.93,79.760002
469,68.339996,77.389999
470,69.550003,78.699997
471,70.730003,79.720001
472,70.629997,78.959999
473,70.269997,79.089996
474,69.610001,78.25
475,69.459999,77.860001
476,69.599998,77.900002
477,67.919998,76.910004
478,67.050003,76.029999
479,65.360001,74.580002
480,64.769997,73.900002
481,66.019997,75.839996
482,66.849998,76.93
483,70,80.440002
484,69.330002,79.790001
485,69.599998,79.790001
486,70.389999,80.449997
487,71.059998,80.82
488,71.720001,81.080002
489,70.139999,79.870003
490,71.910004,81.339996
491,70.629997,80.050003
492,71.209999,80.529999
493,69.589996,79.440002
494,70.129997,80.029999
495,70.790001,80.160004
496,69.730003,79.529999
497,71.519997,82
498,71.790001,83.120003
499,72.970001,84.290001
500,73.110001,85.220001
501,73.43,85.279999
502,72.220001,84.18
503,73.120003,85.269997
504,73.089996,84.760002
505,74.220001,86
506,74.269997,86.019997
507,72.959999,85.760002
508,73.760002,85.120003
509,73.980003,85.5
510,74.339996,85.720001
511,71.709999,85.080002
512,69.940002,84.739998
513,69.209999,84.879997
514,69.639999,85.690002
515,70.349998,86.449997
516,71.019997,87.029999
517,70.419998,87.489998
518,72.019997,87.470001
519,72.129997,87.18
520,71.910004,87.220001
521,71.540001,86.769997
522,70.260002,85.830002
523,70.919998,85.489998
524,71.360001,83.739998
525,72.230003,83.970001
526,71.739998,83.529999
527,72.480003,84.919998
528,71.690002,85.75
529,72.760002,86.339996
530,72.540001,85.32
531,72.779999,84.879997
532,72.050003,83.800003
533,72.900002,84.419998
534,72.989998,84.669998
535,71.959999,84.120003
536,73.040001,85.410004
537,72.870003,85.620003
538,72.900002,86.57
539,72.809998,86.919998
540,73.709999,87.019997
541,73.540001,87.339996
542,73.339996,87.230003
543,73.790001,87.139999
544,73.089996,86.5
545,73.620003,86.830002
546,72.75,86.330002
547,72.529999,87.010002
548,70.879997,85.860001
549,70.949997,85.830002
550,72.75,84.830002
551,71.489998,84.300003
552,71.449997,85.550003
553,72.18,86.860001
554,71.230003,86.019997
555,71.459999,86.089996
556,71.480003,86.440002
557,71.989998,86.989998
558,71.089996,86.599998
559,70.830002,86.010002
560,70.279999,85.330002
561,70.559998,85.550003
562,72.169998,87.029999
563,70.739998,86.620003
564,70.699997,85.860001
565,70.18,86.080002
566,70.129997,86.730003
567,71.190002,87.07
568,70.010002,85.830002
569,69.059998,84.980003
570,68.809998,84.82
571,68.669998,83.879997
572,66.949997,82.169998
573,67.75,82.699997
574,67.860001,83.599998
575,67.239998,82.949997
576,67.839996,84.010002
577,68.940002,85.449997
578,68.849998,85.75
579,68.220001,85.279999
580,68.709999,85.300003
581,68.279999,85.690002
582,68.400002,86.309998
583,68.860001,86.849998
584,71.5,86.07
585,71.309998,86.080002
586,71.540001,86.339996
587,71.709999,87.040001
588,70.709999,86.199997
589,70.739998,85.650002
590,69.169998,84.57
591,69.769997,84.480003
592,68.169998,84.019997
593,66.150002,83.309998
594,66.339996,82.839996
595,65.949997,83.099998
596,64.739998,82.120003
597,63.84,81.790001
598,63.720001,82.169998
599,62.57,81.910004
600,62.220001,81.470001
601,63.27,82.040001
602,63.200001,81.949997
603,62.700001,82.040001
604,63.02,82.610001
605,62.830002,82.080002
606,62.98,81.93
607,61.799999,79.790001
608,62.18,78.629997
609,61.16,77.919998
610,61.34,77.830002
611,61.549999,77.599998
612,63.369999,80.18
613,63.32,80.690002
614,63.220001,80.839996
615,63.169998,80.269997
616,64.230003,81.260002
617,64.32,80.629997
618,64.970001,82.129997
619,66.519997,83.220001
620,66.209999,83.110001
621,67.57,84.480003
622,67.760002,84.970001
623,65.360001,82.110001
624,65.970001,82.110001
625,64.790001,81.239998
626,65.290001,82.400002
627,65.620003,83.199997
628,65.900002,83.099998
629,67.43,85.57
630,67.790001,85.339996
631,68.459999,86.279999
632,68.010002,85.57
633,67.800003,84.800003
634,67.339996,83.650002
635,67.529999,83.110001
636,68.43,84.379997
637,68.040001,84.120003
638,68.730003,85.470001
639,69.419998,85.050003
640,69.32,85.730003
641,69.599998,86.209999
642,69.690002,86.209999
643,69.309998,85.949997
644,68.169998,85.209999
645,67.459999,84.580002
646,68.059998,85.239998
647,67.339996,86.519997
648,67.68,87.449997
649,68.470001,87.559998
650,68.199997,86.849998
651,68.650002,86.910004
652,68.309998,85.879997
653,69.919998,87.550003
654,69.940002,87.449997
655,71.129997,87.919998
656,70.589996,88.279999
657,71,88.199997
658,70.919998,88.440002
659,70.650002,88.139999
660,70.839996,88.199997
661,70.949997,88
662,70.889999,88.669998
663,70.709999,88.400002
664,70.739998,87.949997
665,70.620003,87.459999
666,70.489998,87.730003
667,70.260002,87.309998
668,70.349998,88.050003
669,70.160004,87.739998
670,70.5,88.099998
671,70.050003,87.900002
672,69.779999,87.199997
673,69.970001,87.300003
674,69.540001,87.120003
675,69.279999,87.330002
676,70.959999,88.989998
677,71.589996,89.919998
678,70.980003,89.480003
679,71.730003,89.620003
680,71.730003,89.550003
681,73.239998,91.230003
682,72.559998,92.300003
683,72.650002,91.910004
684,72.510002,91.650002
685,72.150002,90.57
686,71.419998,91.519997
687,71.589996,91.919998
688,71.370003,91.879997
689,71.029999,91.739998
690,70.449997,91.230003
691,70.559998,91.800003
692,69.410004,91.449997
693,69.419998,91.800003
694,69.919998,91.720001
695,69.510002,91.699997
696,69.800003,92.220001
697,69.870003,92.550003
698,69.889999,92.68
699,69.279999,92.129997
700,68.839996,91.029999
701,69.029999,91.169998
702,68.970001,91.029999
703,69.150002,91.510002
704,69.629997,92.379997
705,70.440002,93.389999
706,69.239998,93.480003
707,68.739998,92.150002
708,69.07,92.190002
709,67.599998,90.18
710,67.809998,89.879997
711,67.730003,90.43
712,67.809998,90.620003
713,68.480003,91.169998
714,69.989998,91.599998
715,69.459999,90.269997
716,69.339996,90.629997
717,69.529999,91.610001
718,68.989998,88.18
719,68.019997,87.07
720,68,87.209999
721,68.099998,87.32
722,67.900002,86.470001
723,66.190002,86.07
724,65.550003,86.139999
725,65.029999,86.449997
726,66.239998,87.669998
727,66.040001,87.5
728,66.190002,88.010002
729,66.989998,89.089996
730,66.769997,88.620003
731,66.32,87.349998
732,66.849998,88.099998
733,66.889999,88.120003
734,66.970001,88.139999
735,66.690002,87.610001
736,66.970001,87.190002
737,66.970001,87.730003
738,67.160004,88
739,67.040001,88.599998
740,67.559998,88.410004
741,67.809998,88.989998
742,68.599998,89.449997
743,68.370003,88.580002
744,68.610001,88.080002
745,68.889999,88.870003
746,69.760002,89.559998
747,69.400002,88.440002
748,69.739998,88.889999
749,69.290001,87.230003
750,68.739998,86.919998
751,68.980003,87.07
752,69.529999,86.860001
753,68.5,85.099998
754,68.949997,86.550003
755,69.230003,88.709999
756,69,88.550003
757,69.379997,88.959999
758,68.989998,87.93
759,68.839996,88.480003
760,68.470001,88.139999
761,69.18,89.099998
762,69.610001,89.610001
763,69.660004,89.580002
764,69.699997,89.529999
765,69.120003,89.470001
766,70.050003,90.199997
767,70.150002,90.800003
768,70.440002,90.919998
769,70.25,90.699997
770,70.360001,91.349998
771,71.459999,91.730003
772,71.589996,91.110001
773,72.610001,91.760002
774,72.720001,90.669998
775,70.519997,89.970001
776,70.910004,90.040001
777,68.949997,89.150002
778,68.82,89.739998
779,68.849998,89.790001
780,67.610001,88.25
781,67.470001,88.610001
782,67.330002,88.279999
783,67.760002,88.459999
784,66.959999,88.669998
785,66.209999,88.519997
786,65.620003,88.360001
787,66.580002,89.32
788,65.57,88.970001
789,65.18,88.589996
790,66,89.199997
791,64.529999,87.699997
792,64.889999,88.510002
793,65.540001,89.529999
794,65.650002,89.550003
795,65.779999,89.43
796,65.82,88.949997
797,66.629997,89.610001
798,66.529999,89.559998
799,66.900002,88.709999
800,66.169998,88.970001
801,66.150002,89.160004
802,65.980003,89.160004
803,65.93,89.260002
804,66.580002,89.830002
805,66.199997,89.370003
806,65.57,88.769997
807,65.620003,88.580002
808,65.93,88.629997
809,65.309998,88.169998
810,65.720001,89.290001
811,64.870003,89.019997
812,65.639999,90.129997
813,65.129997,90.580002
814,65.160004,90.110001
815,65,90.769997
816,64.989998,90.580002
817,64.709999,89.93
818,64.139999,89.769997
819,64.150002,89.010002
820,63.810001,88.599998
821,64.260002,88.769997
822,64.720001,88.68
823,65.379997,89.220001
824,65.260002,88.989998
825,64.349998,86.489998
826,65.019997,86.610001
827,63.93,86.080002
828,64.019997,86.620003
829,64.040001,87.449997
830,64.620003,88.089996
831,65.769997,89.300003
832,66.470001,89.43
833,67.019997,88.07
834,66.779999,88
835,67.480003,88.209999
836,67.970001,88.989998
837,67.690002,87.510002
838,68.440002,88.629997
839,69.07,90.019997
840,68.75,90.580002
841,68.669998,91.150002
842,69.599998,91.699997
843,69.230003,91.029999
844,69.059998,90.139999
845,69.050003,90.099998
846,69.75,91.110001
847,67.559998,91.239998
848,67.32,90.699997
849,67.800003,91.760002
850,67.900002,92.519997
851,68.379997,92.800003
852,67.580002,92.190002
853,67.800003,91.790001
854,67.400002,91.529999
855,67.5,92.379997
856,67.669998,92.080002
857,67.639999,92.089996
858,66.370003,90.470001
859,66.849998,91.459999
860,66.379997,90.790001
861,65.370003,89.650002
862,65.529999,90.230003
863,65.209999,91.449997
864,66.050003,91.120003
865,65.989998,90.459999
866,65.720001,89.739998
867,66.339996,91.330002
868,65.449997,90.580002
869,65.900002,91.510002
870,65.989998,91.93
871,65.279999,91
872,64.290001,89.050003
873,64.190002,89.480003
874,63.43,88.480003
875,62.98,89.110001
876,63.700001,89.800003
877,64.330002,90.040001
878,63.799999,90.349998
879,63.990002,90.300003
880,63.68,90.639999
881,63.41,90.690002
882,63.220001,91.57
883,63.880001,92.25
884,64.559998,93.339996
885,65.220001,92.82
886,66.839996,93.269997
887,66.970001,93.400002
888,66.389999,93.25
889,67.169998,93.300003
890,67.43,93.459999
891,67.709999,94.379997
892,68.019997,95.169998
893,68.150002,94.830002
894,68.410004,95.199997
895,68.550003,94.989998
896,68.68,94.970001
897,68.510002,94.790001
898,67.68,94.029999
899,67.330002,93.809998
900,68.349998,93.75
901,64.470001,92.730003
902,64.25,91.949997
903,64.440002,91.589996
904,64.300003,91.470001
905,64.029999,91.339996
906,64.550003,91.779999
907,64.769997,90.720001
908,64.400002,89.889999
909,64.730003,89.400002
910,63.880001,88.949997
911,63.619999,88.160004
912,64,87.910004
913,63.799999,86.919998
914,63.830002,86.830002
915,63.639999,86.419998
916,63.669998,86.980003
917,64.419998,87.519997
918,64.239998,87.089996
919,64.82,86.82
920,66.059998,88.839996
921,65.349998,87.269997
922,64.589996,87.160004
923,64.75,87.150002
924,64.790001,87.760002
925,64.699997,87.349998
926,64.910004,87.25
927,64.93,88.040001
928,64.650002,87.82
929,65.489998,88.839996
930,65.379997,87.980003
931,65.489998,88.400002
932,65.25,88.669998
933,64.959999,88.940002
934,66.239998,89.580002
935,66.410004,89.279999
936,65.889999,88.660004
937,65.629997,87.75
938,65.540001,87.360001
939,65.629997,87.139999
940,65.809998,87.07
941,65.879997,86.900002
942,65.68,86.040001
943,65.230003,86
944,65.489998,86.080002
945,65.519997,85.5
946,65.489998,86.32
947,64.760002,85.900002
948,63.93,85.510002
949,63.439999,85.160004
950,64.199997,86.040001
951,64.559998,86.949997
952,64.940002,87.599998
953,65.269997,86.790001
954,65.709999,87.309998
955,66.360001,87.480003
956,66.940002,87.550003
957,67.459999,87.230003
958,67.870003,87.980003
959,67.650002,87.610001
960,68.18,88.419998
961,68.830002,87.970001
962,68.790001,88.230003
963,69.489998,88.93
964,69.75,88.809998
965,66.68,89.620003
966,66.809998,89.82
967,67.129997,92.099998
968,66.739998,91.989998
969,67.050003,93.220001
970,66.040001,91.959999
971,66.07,92.730003
972,66.330002,92.959999
973,66.290001,92.669998
974,65.68,92.589996
975,66.279999,93.220001
976,67.510002,95.269997
977,67.470001,95.449997
978,67.470001,95.419998
979,67.480003,94.68
980,67.709999,94.690002
981,68.160004,95.010002
982,67.510002,95.089996
983,66.870003,94.269997
984,66.660004,93.800003
985,66.699997,93.480003
986,66.459999,93.519997
987,66.639999,94.389999
988,65.959999,94.669998
989,65.82,94.129997
990,67.699997,95.650002
991,67.959999,95.839996
992,68.199997,95.709999
993,68.150002,94.260002
994,67.07,95.360001
995,66.57,95.309998
996,67.550003,97.220001
997,67.440002,96.75
998,68.470001,99.540001
999,69.129997,99.43
1000,69.550003,98.68
1001,70.099998,98.510002
1002,70.339996,99.220001
1003,70.730003,100.900002
1004,71.07,101.510002
1005,70.790001,100.309998
1006,71.269997,101.199997
1007,70.650002,99.75
1008,70.779999,99.510002
1009,70.309998,99.660004
1010,70.919998,101.07
1011,70.410004,100.739998
1012,70.650002,99.760002
1013,72,100.519997
1014,71.050003,98.550003
1015,71.489998,99.120003
1016,71.370003,98.779999
1017,71.739998,98.940002
1018,70.57,99.160004
1019,71.279999,98.5
1020,72.089996,97.879997
1021,72.370003,96.970001
1022,71.050003,94.849998
1023,70.629997,94.919998
1024,70.540001,95.650002
1025,70.5,95.110001
1026,71.349998,93.989998
1027,69.099998,92.160004
1028,67.809998,90.050003
1029,67.860001,90.019997
1030,68.129997,89.580002
1031,68.779999,89.800003
1032,69.209999,90.580002
1033,69.120003,89.519997
1034,70.699997,90.839996
1035,70.230003,91.080002
1036,71.150002,91.43
1037,71.589996,94.110001
1038,72.529999,94.07
1039,72.300003,93.949997
1040,73.339996,95.370003
1041,73.470001,95.029999
1042,73.970001,96.440002
1043,73.290001,96.309998
1044,72.970001,95.790001
1045,72.900002,95.839996
1046,72.870003,96.269997
1047,71.790001,95.5
1048,73.220001,96.519997
1049,72.959999,93.800003
1050,72.629997,93.760002
1051,72.809998,94.989998
1052,73.199997,95.5
1053,72.68,94.010002
1054,72.43,94.209999
1055,71.050003,93.639999
1056,71.370003,93.470001
1057,71.849998,94.32
1058,72.220001,94.709999
1059,71.639999,93.730003
1060,71.199997,94.580002
1061,71.260002,94.309998
1062,71.379997,94.639999
1063,72.010002,94.910004
1064,72.239998,94.699997
1065,72.459999,96.239998
1066,73.290001,97.699997
1067,73.059998,97.68
1068,73.230003,97.730003
1069,73.129997,97.949997
1070,73.18,97.93
1071,73.190002,97.360001
1072,73.099998,96.779999
1073,73.660004,97.449997
1074,74.470001,97.330002
1075,73.410004,96.779999
1076,73.330002,96.720001
1077,74.089996,97.860001
1078,74.839996,98.68
1079,74.730003,99.940002
1080,75.699997,100.419998
1081,75.580002,100.93
1082,75.18,100.370003
1083,75.470001,100.5
1084,75.760002,100.010002
1085,75.459999,100.410004
1086,75.800003,101.169998
1087,76.510002,101.449997
1088,78.739998,102.410004
1089,79.050003,101.410004
1090,79.43,102.010002
1091,79.470001,102.910004
1092,79.470001,102.669998
1093,80.309998,103.110001
1094,80.5,102.32
1095,79.620003,101.949997
1096,79.910004,102.230003
1097,79.769997,102.360001
1098,78.669998,102.290001
1099,78.730003,100.779999
1100,78.940002,100.739998
1101,79.25,100.870003
1102,78.779999,100.669998
1103,79.209999,102.029999
1104,79.559998,101.5
1105,79.089996,101.32
1106,78.459999,101.360001
1107,78.150002,101.059998
1108,78.809998,101.269997
1109,78.599998,100.529999
1110,78.720001,99.940002
1111,79.360001,100.389999
1112,78.389999,100.040001
1113,78.970001,100.550003
1114,79.349998,101.599998
1115,79.230003,101.519997
1116,79.040001,101.459999
1117,78.839996,101.949997
1118,79.779999,101.660004
1119,80.5,102.650002
1120,80.769997,102.919998
1121,80.449997,102.419998
1122,82.010002,102.730003
1123,81.980003,102.629997
1124,82.349998,103.830002
1125,82.75,104.379997
1126,81.730003,102.730003
1127,81.639999,102.139999
1128,82.099998,102.029999
1129,82.230003,101.209999
1130,82.370003,100.68
1131,82.790001,101.360001
1132,83.120003,101.57
1133,82.43,102.589996
1134,82.120003,102.650002
1135,82.019997,102.830002
1136,82.279999,103.550003
1137,81.099998,102.57
1138,81.870003,101.739998
1139,82.239998,102.68
1140,82,102.389999
1141,83.050003,103.769997
1142,82.459999,102.309998
1143,82.230003,102.730003
1144,82.089996,103.080002
1145,82.360001,103.540001
1146,82.489998,104.25
1147,82.559998,104.279999
1148,81.989998,103.18
1149,81.82,104.370003
1150,81.660004,103.550003
1151,80.470001,103.25
1152,81.830002,98.940002
1153,81.269997,98.800003
1154,82.019997,100.129997
1155,81.529999,98.199997
1156,81.419998,98.980003
1157,80.470001,98.269997
1158,80.379997,99.739998
1159,80.529999,98.730003
1160,79.940002,98.489998
1161,79.010002,99.089996
1162,79.330002,99.089996
1163,79.800003,99.029999
1164,80.57,99.519997
1165,80.870003,99.489998
1166,80.099998,99.699997
1167,79.790001,99.279999
1168,79.260002,98.5
1169,79.470001,98.75
1170,80.269997,99.639999
1171,80.739998,99.529999
1172,81.190002,99.57
1173,80.970001,99.459999
1174,80.239998,98.489998
1175,80.720001,99.110001
1176,79.809998,98.360001
1177,80.169998,99.260002
1178,78.309998,97.769997
1179,77.639999,97.389999
