ID,DateTime,Year,Month,Day,Hour,Temperature
1269,22/11/2016 20:00,2016,11,22,20,5.3
1270,22/11/2016 21:00,2016,11,22,21,5.2
1271,22/11/2016 22:00,2016,11,22,22,4.9
1272,22/11/2016 23:00,2016,11,22,23,4.9
1273,23/11/2016 00:00,2016,11,23,0,2.9
1274,23/11/2016 01:00,2016,11,23,1,2.3
1275,23/11/2016 02:00,2016,11,23,2,2
1276,23/11/2016 03:00,2016,11,23,3,1
1277,23/11/2016 04:00,2016,11,23,4,2.4
1278,23/11/2016 05:00,2016,11,23,5,1.3
1279,23/11/2016 06:00,2016,11,23,6,0.8
1280,23/11/2016 07:00,2016,11,23,7,1
1281,23/11/2016 08:00,2016,11,23,8,2
1282,23/11/2016 09:00,2016,11,23,9,3
1283,23/11/2016 10:00,2016,11,23,10,3.4
1284,23/11/2016 11:00,2016,11,23,11,5.6
1285,23/11/2016 12:00,2016,11,23,12,4.6
1286,23/11/2016 13:00,2016,11,23,13,5.5
1287,23/11/2016 14:00,2016,11,23,14,5.7
1288,23/11/2016 15:00,2016,11,23,15,5.4
1289,23/11/2016 16:00,2016,11,23,16,5.9
1290,23/11/2016 17:00,2016,11,23,17,6.1
1291,23/11/2016 18:00,2016,11,23,18,6.2
1292,23/11/2016 19:00,2016,11,23,19,6
1293,23/11/2016 20:00,2016,11,23,20,5.4
1294,23/11/2016 21:00,2016,11,23,21,5.3
1295,23/11/2016 22:00,2016,11,23,22,6.4
1296,23/11/2016 23:00,2016,11,23,23,6
1297,24/11/2016 00:00,2016,11,24,0,6.5
1298,24/11/2016 01:00,2016,11,24,1,6.6
1299,24/11/2016 02:00,2016,11,24,2,7.1
1300,24/11/2016 03:00,2016,11,24,3,6.5
1301,24/11/2016 04:00,2016,11,24,4,6.3
1302,24/11/2016 05:00,2016,11,24,5,6.7
1303,24/11/2016 06:00,2016,11,24,6,6.6
1304,24/11/2016 07:00,2016,11,24,7,6.7
1305,24/11/2016 08:00,2016,11,24,8,6.4
1306,24/11/2016 09:00,2016,11,24,9,6.6
1307,24/11/2016 10:00,2016,11,24,10,7.1
1308,24/11/2016 11:00,2016,11,24,11,7.6
1309,24/11/2016 12:00,2016,11,24,12,7.9
1310,24/11/2016 13:00,2016,11,24,13,8.2
1311,24/11/2016 14:00,2016,11,24,14,8.3
1312,24/11/2016 15:00,2016,11,24,15,8.1
1313,24/11/2016 16:00,2016,11,24,16,7.9
1314,24/11/2016 17:00,2016,11,24,17,7.8
1315,24/11/2016 18:00,2016,11,24,18,8.2
1316,24/11/2016 19:00,2016,11,24,19,8.1
1317,24/11/2016 20:00,2016,11,24,20,8.1
1318,24/11/2016 21:00,2016,11,24,21,8.3
1319,24/11/2016 22:00,2016,11,24,22,7.8
1320,24/11/2016 23:00,2016,11,24,23,7.5
1321,25/11/2016 00:00,2016,11,25,0,7.5
1322,25/11/2016 01:00,2016,11,25,1,8.2
1323,25/11/2016 02:00,2016,11,25,2,8.3
1324,25/11/2016 03:00,2016,11,25,3,8.3
1325,25/11/2016 04:00,2016,11,25,4,8
1326,25/11/2016 05:00,2016,11,25,5,8.4
1327,25/11/2016 06:00,2016,11,25,6,8.5
1328,25/11/2016 07:00,2016,11,25,7,8.6
1329,25/11/2016 08:00,2016,11,25,8,8.7
1330,25/11/2016 09:00,2016,11,25,9,8.9
1331,25/11/2016 10:00,2016,11,25,10,9.2
1332,25/11/2016 11:00,2016,11,25,11,9.3
1333,25/11/2016 12:00,2016,11,25,12,9.7
1334,25/11/2016 13:00,2016,11,25,13,9.4
1335,25/11/2016 14:00,2016,11,25,14,9.4
1336,25/11/2016 15:00,2016,11,25,15,9.4
1337,25/11/2016 16:00,2016,11,25,16,9.3
1338,25/11/2016 17:00,2016,11,25,17,9.7
1339,25/11/2016 18:00,2016,11,25,18,10
1340,25/11/2016 19:00,2016,11,25,19,9.7
1341,25/11/2016 20:00,2016,11,25,20,10
1342,25/11/2016 21:00,2016,11,25,21,10.3
1343,25/11/2016 22:00,2016,11,25,22,10.2
1344,25/11/2016 23:00,2016,11,25,23,10.3
1345,26/11/2016 00:00,2016,11,26,0,10.3
1346,26/11/2016 01:00,2016,11,26,1,10.3
1347,26/11/2016 02:00,2016,11,26,2,10.1
1348,26/11/2016 03:00,2016,11,26,3,10
1349,26/11/2016 04:00,2016,11,26,4,9.9
1350,26/11/2016 05:00,2016,11,26,5,9.8
1351,26/11/2016 06:00,2016,11,26,6,9.3
1352,26/11/2016 07:00,2016,11,26,7,9
1353,26/11/2016 08:00,2016,11,26,8,8.7
1354,26/11/2016 09:00,2016,11,26,9,8.4
1355,26/11/2016 10:00,2016,11,26,10,8.3
1356,26/11/2016 11:00,2016,11,26,11,8.2
1357,26/11/2016 12:00,2016,11,26,12,8
1358,26/11/2016 13:00,2016,11,26,13,8.1
1359,26/11/2016 14:00,2016,11,26,14,7.8
1360,26/11/2016 15:00,2016,11,26,15,7.8
1361,26/11/2016 16:00,2016,11,26,16,7.4
1362,26/11/2016 17:00,2016,11,26,17,6.7
1363,26/11/2016 18:00,2016,11,26,18,7.3
1364,26/11/2016 19:00,2016,11,26,19,6.8
1365,26/11/2016 20:00,2016,11,26,20,6.7
1366,26/11/2016 21:00,2016,11,26,21,6.8
1367,26/11/2016 22:00,2016,11,26,22,6.3
1368,26/11/2016 23:00,2016,11,26,23,6.6
1369,27/11/2016 00:00,2016,11,27,0,7.2
1370,27/11/2016 01:00,2016,11,27,1,7
1371,27/11/2016 02:00,2016,11,27,2,7.3
1372,27/11/2016 03:00,2016,11,27,3,6.3
1373,27/11/2016 04:00,2016,11,27,4,5.2
1374,27/11/2016 05:00,2016,11,27,5,7.4
1375,27/11/2016 06:00,2016,11,27,6,7.2
1376,27/11/2016 07:00,2016,11,27,7,4.3
1377,27/11/2016 08:00,2016,11,27,8,3.9
1378,27/11/2016 09:00,2016,11,27,9,3.9
1379,27/11/2016 10:00,2016,11,27,10,4.8
1380,27/11/2016 11:00,2016,11,27,11,6.5
1381,27/11/2016 12:00,2016,11,27,12,6.8
1382,27/11/2016 13:00,2016,11,27,13,7.1
1383,27/11/2016 14:00,2016,11,27,14,6
1384,27/11/2016 15:00,2016,11,27,15,4.5
1385,27/11/2016 16:00,2016,11,27,16,4.8
1386,27/11/2016 17:00,2016,11,27,17,4.4
1387,27/11/2016 18:00,2016,11,27,18,3.4
1388,27/11/2016 19:00,2016,11,27,19,5.1
1389,27/11/2016 20:00,2016,11,27,20,4.3
1390,27/11/2016 21:00,2016,11,27,21,3.6
1391,27/11/2016 22:00,2016,11,27,22,3.1
1392,27/11/2016 23:00,2016,11,27,23,3
1393,28/11/2016 00:00,2016,11,28,0,4.6
1394,28/11/2016 01:00,2016,11,28,1,5
1395,28/11/2016 02:00,2016,11,28,2,5.1
1396,28/11/2016 03:00,2016,11,28,3,5.1
1397,28/11/2016 04:00,2016,11,28,4,5.3
1398,28/11/2016 05:00,2016,11,28,5,5.4
1399,28/11/2016 06:00,2016,11,28,6,5.4
1400,28/11/2016 07:00,2016,11,28,7,5.2
1401,28/11/2016 08:00,2016,11,28,8,5.2
1402,28/11/2016 09:00,2016,11,28,9,5.1
1403,28/11/2016 10:00,2016,11,28,10,4.9
1404,28/11/2016 11:00,2016,11,28,11,5.9
1405,28/11/2016 12:00,2016,11,28,12,6
1406,28/11/2016 13:00,2016,11,28,13,6
1407,28/11/2016 14:00,2016,11,28,14,5.6
1408,28/11/2016 15:00,2016,11,28,15,4.5
1409,28/11/2016 16:00,2016,11,28,16,3.9
1410,28/11/2016 17:00,2016,11,28,17,2.7
1411,28/11/2016 18:00,2016,11,28,18,3.9
1412,28/11/2016 19:00,2016,11,28,19,3.4
1413,28/11/2016 20:00,2016,11,28,20,3.9
1414,28/11/2016 21:00,2016,11,28,21,3.5
1415,28/11/2016 22:00,2016,11,28,22,3.5
1416,28/11/2016 23:00,2016,11,28,23,3.7
1417,29/11/2016 00:00,2016,11,29,0,4.8
1418,29/11/2016 01:00,2016,11,29,1,5.2
1419,29/11/2016 02:00,2016,11,29,2,4.9
1420,29/11/2016 03:00,2016,11,29,3,5.5
1421,29/11/2016 04:00,2016,11,29,4,5.6
1422,29/11/2016 05:00,2016,11,29,5,5.5
1423,29/11/2016 06:00,2016,11,29,6,5.5
1424,29/11/2016 07:00,2016,11,29,7,6.1
1425,29/11/2016 08:00,2016,11,29,8,7.3
1426,29/11/2016 09:00,2016,11,29,9,7.6
1427,29/11/2016 10:00,2016,11,29,10,7.5
1428,29/11/2016 11:00,2016,11,29,11,7.6
1429,29/11/2016 12:00,2016,11,29,12,7.5
1430,29/11/2016 13:00,2016,11,29,13,7.7
1431,29/11/2016 14:00,2016,11,29,14,6.4
1432,29/11/2016 15:00,2016,11,29,15,6.5
1433,29/11/2016 16:00,2016,11,29,16,6.5
1434,29/11/2016 17:00,2016,11,29,17,6.7
1435,29/11/2016 18:00,2016,11,29,18,6.2
1436,29/11/2016 19:00,2016,11,29,19,6.7
1437,29/11/2016 20:00,2016,11,29,20,6.3
1438,29/11/2016 21:00,2016,11,29,21,6.4
1439,29/11/2016 22:00,2016,11,29,22,5.8
1440,29/11/2016 23:00,2016,11,29,23,5.6
1441,30/11/2016 00:00,2016,11,30,0,6.7
1442,30/11/2016 01:00,2016,11,30,1,7.1
1443,30/11/2016 02:00,2016,11,30,2,7
1444,30/11/2016 03:00,2016,11,30,3,6.8
1445,30/11/2016 04:00,2016,11,30,4,7.5
1446,30/11/2016 05:00,2016,11,30,5,7.5
1447,30/11/2016 06:00,2016,11,30,6,8.2
1448,30/11/2016 07:00,2016,11,30,7,8.1
1449,30/11/2016 08:00,2016,11,30,8,8.8
1450,30/11/2016 09:00,2016,11,30,9,8.4
1451,30/11/2016 10:00,2016,11,30,10,8.8
1452,30/11/2016 11:00,2016,11,30,11,8.9
1453,30/11/2016 12:00,2016,11,30,12,9.3
1454,30/11/2016 13:00,2016,11,30,13,9.1
1455,30/11/2016 14:00,2016,11,30,14,9.2
1456,30/11/2016 15:00,2016,11,30,15,8.7
1457,30/11/2016 16:00,2016,11,30,16,8.4
1458,30/11/2016 17:00,2016,11,30,17,8.9
1459,30/11/2016 18:00,2016,11,30,18,8.4
1460,30/11/2016 19:00,2016,11,30,19,8.8
1461,30/11/2016 20:00,2016,11,30,20,8.9
1462,30/11/2016 21:00,2016,11,30,21,8.9
1463,30/11/2016 22:00,2016,11,30,22,9
1464,30/11/2016 23:00,2016,11,30,23,9.2
1465,01/12/2016 00:00,2016,12,1,0,9.2
1466,01/12/2016 01:00,2016,12,1,1,9.1
1467,01/12/2016 02:00,2016,12,1,2,8.6
1468,01/12/2016 03:00,2016,12,1,3,8
1469,01/12/2016 04:00,2016,12,1,4,8.4
1470,01/12/2016 05:00,2016,12,1,5,8.9
1471,01/12/2016 06:00,2016,12,1,6,9.2
1472,01/12/2016 07:00,2016,12,1,7,8.3
1473,01/12/2016 08:00,2016,12,1,8,8
1474,01/12/2016 09:00,2016,12,1,9,8.5
1475,01/12/2016 10:00,2016,12,1,10,8.5
1476,01/12/2016 11:00,2016,12,1,11,8.9
1477,01/12/2016 12:00,2016,12,1,12,9.2
1478,01/12/2016 13:00,2016,12,1,13,9.3
1479,01/12/2016 14:00,2016,12,1,14,9.5
1480,01/12/2016 15:00,2016,12,1,15,9.1
1481,01/12/2016 16:00,2016,12,1,16,9.2
1482,01/12/2016 17:00,2016,12,1,17,8.8
1483,01/12/2016 18:00,2016,12,1,18,8.8
1484,01/12/2016 19:00,2016,12,1,19,8.9
1485,01/12/2016 20:00,2016,12,1,20,8.7
1486,01/12/2016 21:00,2016,12,1,21,8.8
1487,01/12/2016 22:00,2016,12,1,22,8.1
1488,01/12/2016 23:00,2016,12,1,23,7.3
1489,02/12/2016 00:00,2016,12,2,0,7.3
1490,02/12/2016 01:00,2016,12,2,1,6.8
1491,02/12/2016 02:00,2016,12,2,2,7
1492,02/12/2016 03:00,2016,12,2,3,6.8
1493,02/12/2016 04:00,2016,12,2,4,5.7
1494,02/12/2016 05:00,2016,12,2,5,5.4
1495,02/12/2016 06:00,2016,12,2,6,4.7
1496,02/12/2016 07:00,2016,12,2,7,4.9
1497,02/12/2016 08:00,2016,12,2,8,4.7
1498,02/12/2016 09:00,2016,12,2,9,5.1
1499,02/12/2016 10:00,2016,12,2,10,5.7
1500,02/12/2016 11:00,2016,12,2,11,6.3
1501,02/12/2016 12:00,2016,12,2,12,6.7
1502,02/12/2016 13:00,2016,12,2,13,6.9
1503,02/12/2016 14:00,2016,12,2,14,7
1504,02/12/2016 15:00,2016,12,2,15,7.1
1505,02/12/2016 16:00,2016,12,2,16,6.5
1506,02/12/2016 17:00,2016,12,2,17,6.8
1507,02/12/2016 18:00,2016,12,2,18,7
1508,02/12/2016 19:00,2016,12,2,19,7.1
1509,02/12/2016 20:00,2016,12,2,20,6.5
1510,02/12/2016 21:00,2016,12,2,21,7
1511,02/12/2016 22:00,2016,12,2,22,5.9
1512,02/12/2016 23:00,2016,12,2,23,6.5
1513,03/12/2016 00:00,2016,12,3,0,6.2
1514,03/12/2016 01:00,2016,12,3,1,7.1
1515,03/12/2016 02:00,2016,12,3,2,6.5
1516,03/12/2016 03:00,2016,12,3,3,6.5
1517,03/12/2016 04:00,2016,12,3,4,5.7
1518,03/12/2016 05:00,2016,12,3,5,4.8
1519,03/12/2016 06:00,2016,12,3,6,6.4
1520,03/12/2016 07:00,2016,12,3,7,6.4
1521,03/12/2016 08:00,2016,12,3,8,6.5
1522,03/12/2016 09:00,2016,12,3,9,6.2
1523,03/12/2016 10:00,2016,12,3,10,5.9
1524,03/12/2016 11:00,2016,12,3,11,6.3
1525,03/12/2016 12:00,2016,12,3,12,6.2
1526,03/12/2016 13:00,2016,12,3,13,7.9
1527,03/12/2016 14:00,2016,12,3,14,7.3
1528,03/12/2016 15:00,2016,12,3,15,5.4
1529,03/12/2016 16:00,2016,12,3,16,4.6
1530,03/12/2016 17:00,2016,12,3,17,4.5
1531,03/12/2016 18:00,2016,12,3,18,4.4
1532,03/12/2016 19:00,2016,12,3,19,4.7
1533,03/12/2016 20:00,2016,12,3,20,4.8
1534,03/12/2016 21:00,2016,12,3,21,4.8
1535,03/12/2016 22:00,2016,12,3,22,4.1
1536,03/12/2016 23:00,2016,12,3,23,3.7
1537,04/12/2016 00:00,2016,12,4,0,3.4
1538,04/12/2016 01:00,2016,12,4,1,4.3
1539,04/12/2016 02:00,2016,12,4,2,6.1
1540,04/12/2016 03:00,2016,12,4,3,6
1541,04/12/2016 04:00,2016,12,4,4,6.1
1542,04/12/2016 05:00,2016,12,4,5,6.2
1543,04/12/2016 06:00,2016,12,4,6,5.4
1544,04/12/2016 07:00,2016,12,4,7,6.3
1545,04/12/2016 08:00,2016,12,4,8,6.1
1546,04/12/2016 09:00,2016,12,4,9,5.8
1547,04/12/2016 10:00,2016,12,4,10,6.1
1548,04/12/2016 11:00,2016,12,4,11,6.5
1549,04/12/2016 12:00,2016,12,4,12,6.7
1550,04/12/2016 13:00,2016,12,4,13,6.4
1551,04/12/2016 14:00,2016,12,4,14,5.7
1552,04/12/2016 15:00,2016,12,4,15,5
1553,04/12/2016 16:00,2016,12,4,16,4.4
1554,04/12/2016 17:00,2016,12,4,17,3.5
1555,04/12/2016 18:00,2016,12,4,18,3.8
1556,04/12/2016 19:00,2016,12,4,19,3.3
1557,04/12/2016 20:00,2016,12,4,20,3.5
1558,04/12/2016 21:00,2016,12,4,21,2.9
1559,04/12/2016 22:00,2016,12,4,22,2.4
1560,04/12/2016 23:00,2016,12,4,23,2.2
1561,05/12/2016 00:00,2016,12,5,0,2
1562,05/12/2016 01:00,2016,12,5,1,1.9
1563,05/12/2016 02:00,2016,12,5,2,2.5
1564,05/12/2016 03:00,2016,12,5,3,2.4
1565,05/12/2016 04:00,2016,12,5,4,2.6
1566,05/12/2016 05:00,2016,12,5,5,2
1567,05/12/2016 06:00,2016,12,5,6,2.9
1568,05/12/2016 07:00,2016,12,5,7,1.3
1569,05/12/2016 08:00,2016,12,5,8,1.3
1570,05/12/2016 09:00,2016,12,5,9,2.1
1571,05/12/2016 10:00,2016,12,5,10,3.3
1572,05/12/2016 11:00,2016,12,5,11,5.2
1573,05/12/2016 12:00,2016,12,5,12,5.5
1574,05/12/2016 13:00,2016,12,5,13,6.1
1575,05/12/2016 14:00,2016,12,5,14,5.5
1576,05/12/2016 15:00,2016,12,5,15,3.7
1577,05/12/2016 16:00,2016,12,5,16,3.6
1578,05/12/2016 17:00,2016,12,5,17,2.7
1579,05/12/2016 18:00,2016,12,5,18,2.5
1580,05/12/2016 19:00,2016,12,5,19,2
1581,05/12/2016 20:00,2016,12,5,20,1.6
1582,05/12/2016 21:00,2016,12,5,21,2.1
1583,05/12/2016 22:00,2016,12,5,22,4
1584,05/12/2016 23:00,2016,12,5,23,5.7
1585,06/12/2016 00:00,2016,12,6,0,5.7
1586,06/12/2016 01:00,2016,12,6,1,5.8
1587,06/12/2016 02:00,2016,12,6,2,5.6
1588,06/12/2016 03:00,2016,12,6,3,6.3
1589,06/12/2016 04:00,2016,12,6,4,6.6
1590,06/12/2016 05:00,2016,12,6,5,6.8
1591,06/12/2016 06:00,2016,12,6,6,6.5
1592,06/12/2016 07:00,2016,12,6,7,6.7
1593,06/12/2016 08:00,2016,12,6,8,6.9
1594,06/12/2016 09:00,2016,12,6,9,7.7
1595,06/12/2016 10:00,2016,12,6,10,8.1
1596,06/12/2016 11:00,2016,12,6,11,8.2
1597,06/12/2016 12:00,2016,12,6,12,8.1
1598,06/12/2016 13:00,2016,12,6,13,8
1599,06/12/2016 14:00,2016,12,6,14,7.7
1600,06/12/2016 15:00,2016,12,6,15,7.5
1601,06/12/2016 16:00,2016,12,6,16,7.7
1602,06/12/2016 17:00,2016,12,6,17,8.1
1603,06/12/2016 18:00,2016,12,6,18,8.5
1604,06/12/2016 19:00,2016,12,6,19,8.6
1605,06/12/2016 20:00,2016,12,6,20,8.8
1606,06/12/2016 21:00,2016,12,6,21,8.9
1607,06/12/2016 22:00,2016,12,6,22,8.9
1608,06/12/2016 23:00,2016,12,6,23,9
1609,07/12/2016 00:00,2016,12,7,0,9.1
1610,07/12/2016 01:00,2016,12,7,1,9.4
1611,07/12/2016 02:00,2016,12,7,2,9.7
1612,07/12/2016 03:00,2016,12,7,3,9.7
1613,07/12/2016 04:00,2016,12,7,4,9.7
1614,07/12/2016 05:00,2016,12,7,5,10.1
1615,07/12/2016 06:00,2016,12,7,6,10.2
1616,07/12/2016 07:00,2016,12,7,7,10.2
1617,07/12/2016 08:00,2016,12,7,8,10.7
1618,07/12/2016 09:00,2016,12,7,9,11.3
1619,07/12/2016 10:00,2016,12,7,10,11.4
1620,07/12/2016 11:00,2016,12,7,11,11.5
1621,07/12/2016 12:00,2016,12,7,12,12.3
1622,07/12/2016 13:00,2016,12,7,13,12.5
1623,07/12/2016 14:00,2016,12,7,14,11.7
1624,07/12/2016 15:00,2016,12,7,15,12.9
1625,07/12/2016 16:00,2016,12,7,16,12.5
1626,07/12/2016 17:00,2016,12,7,17,12.8
1627,07/12/2016 18:00,2016,12,7,18,12.3
1628,07/12/2016 19:00,2016,12,7,19,13
1629,07/12/2016 20:00,2016,12,7,20,12.4
1630,07/12/2016 21:00,2016,12,7,21,12.1
1631,07/12/2016 22:00,2016,12,7,22,11.7
1632,07/12/2016 23:00,2016,12,7,23,11.3
1633,08/12/2016 00:00,2016,12,8,0,11.7
1634,08/12/2016 01:00,2016,12,8,1,11.2
1635,08/12/2016 02:00,2016,12,8,2,11.2
1636,08/12/2016 03:00,2016,12,8,3,11.4
1637,08/12/2016 04:00,2016,12,8,4,10.9
1638,08/12/2016 05:00,2016,12,8,5,11.3
1639,08/12/2016 06:00,2016,12,8,6,10.8
1640,08/12/2016 07:00,2016,12,8,7,10.5
1641,08/12/2016 08:00,2016,12,8,8,11
1642,08/12/2016 09:00,2016,12,8,9,11.1
1643,08/12/2016 10:00,2016,12,8,10,10.8
1644,08/12/2016 11:00,2016,12,8,11,10.3
1645,08/12/2016 12:00,2016,12,8,12,10.7
1646,08/12/2016 13:00,2016,12,8,13,11
1647,08/12/2016 14:00,2016,12,8,14,11.2
1648,08/12/2016 15:00,2016,12,8,15,10.9
1649,08/12/2016 16:00,2016,12,8,16,10.4
1650,08/12/2016 17:00,2016,12,8,17,10.7
1651,08/12/2016 18:00,2016,12,8,18,10.5
1652,08/12/2016 19:00,2016,12,8,19,10.4
1653,08/12/2016 20:00,2016,12,8,20,10.1
1654,08/12/2016 21:00,2016,12,8,21,9.5
1655,08/12/2016 22:00,2016,12,8,22,9.2
1656,08/12/2016 23:00,2016,12,8,23,9.2
1657,09/12/2016 00:00,2016,12,9,0,9.5
1658,09/12/2016 01:00,2016,12,9,1,8.3
1659,09/12/2016 02:00,2016,12,9,2,8.1
1660,09/12/2016 03:00,2016,12,9,3,5.4
1661,09/12/2016 04:00,2016,12,9,4,6.5
1662,09/12/2016 05:00,2016,12,9,5,6.9
1663,09/12/2016 06:00,2016,12,9,6,7
1664,09/12/2016 07:00,2016,12,9,7,8.3
1665,09/12/2016 08:00,2016,12,9,8,8.7
1666,09/12/2016 09:00,2016,12,9,9,8.7
1667,09/12/2016 10:00,2016,12,9,10,8.4
1668,09/12/2016 11:00,2016,12,9,11,8.8
1669,09/12/2016 12:00,2016,12,9,12,8.8
1670,09/12/2016 13:00,2016,12,9,13,8.9
1671,09/12/2016 14:00,2016,12,9,14,8.6
1672,09/12/2016 15:00,2016,12,9,15,8.8
1673,09/12/2016 16:00,2016,12,9,16,8.9
1674,09/12/2016 17:00,2016,12,9,17,9.6
1675,09/12/2016 18:00,2016,12,9,18,10
1676,09/12/2016 19:00,2016,12,9,19,10.1
1677,09/12/2016 20:00,2016,12,9,20,9.8
1678,09/12/2016 21:00,2016,12,9,21,9.5
1679,09/12/2016 22:00,2016,12,9,22,8.6
1680,09/12/2016 23:00,2016,12,9,23,8.7
1681,10/12/2016 00:00,2016,12,10,0,8.9
1682,10/12/2016 01:00,2016,12,10,1,8.8
1683,10/12/2016 02:00,2016,12,10,2,8.2
1684,10/12/2016 03:00,2016,12,10,3,7.7
1685,10/12/2016 04:00,2016,12,10,4,8.2
1686,10/12/2016 05:00,2016,12,10,5,6.9
1687,10/12/2016 06:00,2016,12,10,6,7.9
1688,10/12/2016 07:00,2016,12,10,7,7.8
1689,10/12/2016 08:00,2016,12,10,8,7.7
1690,10/12/2016 09:00,2016,12,10,9,7.3
1691,10/12/2016 10:00,2016,12,10,10,6.9
1692,10/12/2016 11:00,2016,12,10,11,7.6
1693,10/12/2016 12:00,2016,12,10,12,8.5
1694,10/12/2016 13:00,2016,12,10,13,8.1
1695,10/12/2016 14:00,2016,12,10,14,8.6
1696,10/12/2016 15:00,2016,12,10,15,8.1
1697,10/12/2016 16:00,2016,12,10,16,7.9
1698,10/12/2016 17:00,2016,12,10,17,7.2
1699,10/12/2016 18:00,2016,12,10,18,7.8
1700,10/12/2016 19:00,2016,12,10,19,7.5
1701,10/12/2016 20:00,2016,12,10,20,7.4
1702,10/12/2016 21:00,2016,12,10,21,7
1703,10/12/2016 22:00,2016,12,10,22,7.4
1704,10/12/2016 23:00,2016,12,10,23,8.1
1705,11/12/2016 00:00,2016,12,11,0,8
1706,11/12/2016 01:00,2016,12,11,1,8.5
1707,11/12/2016 02:00,2016,12,11,2,7.8
1708,11/12/2016 03:00,2016,12,11,3,8
1709,11/12/2016 04:00,2016,12,11,4,8
1710,11/12/2016 05:00,2016,12,11,5,7.9
1711,11/12/2016 06:00,2016,12,11,6,8.3
1712,11/12/2016 07:00,2016,12,11,7,8
1713,11/12/2016 08:00,2016,12,11,8,8
1714,11/12/2016 09:00,2016,12,11,9,8
1715,11/12/2016 10:00,2016,12,11,10,8.3
1716,11/12/2016 11:00,2016,12,11,11,8.6
1717,11/12/2016 12:00,2016,12,11,12,8.9
1718,11/12/2016 13:00,2016,12,11,13,9
1719,11/12/2016 14:00,2016,12,11,14,9.1
1720,11/12/2016 15:00,2016,12,11,15,9
1721,11/12/2016 16:00,2016,12,11,16,8.6
1722,11/12/2016 17:00,2016,12,11,17,8.3
1723,11/12/2016 18:00,2016,12,11,18,8.1
1724,11/12/2016 19:00,2016,12,11,19,6.9
1725,11/12/2016 20:00,2016,12,11,20,5.5
1726,11/12/2016 21:00,2016,12,11,21,5.6
1727,11/12/2016 22:00,2016,12,11,22,5.5
1728,11/12/2016 23:00,2016,12,11,23,6.1
1729,12/12/2016 00:00,2016,12,12,0,6.5
1730,12/12/2016 01:00,2016,12,12,1,6.9
1731,12/12/2016 02:00,2016,12,12,2,8.2
1732,12/12/2016 03:00,2016,12,12,3,8.6
1733,12/12/2016 04:00,2016,12,12,4,7.6
1734,12/12/2016 05:00,2016,12,12,5,7.9
1735,12/12/2016 06:00,2016,12,12,6,7.2
1736,12/12/2016 07:00,2016,12,12,7,7.8
1737,12/12/2016 08:00,2016,12,12,8,6.9
1738,12/12/2016 09:00,2016,12,12,9,7.3
1739,12/12/2016 10:00,2016,12,12,10,8.1
1740,12/12/2016 11:00,2016,12,12,11,8.1
1741,12/12/2016 12:00,2016,12,12,12,7.8
1742,12/12/2016 13:00,2016,12,12,13,7.5
1743,12/12/2016 14:00,2016,12,12,14,6.9
1744,12/12/2016 15:00,2016,12,12,15,6.9
1745,12/12/2016 16:00,2016,12,12,16,6.5
1746,12/12/2016 17:00,2016,12,12,17,7.6
1747,12/12/2016 18:00,2016,12,12,18,7.4
1748,12/12/2016 19:00,2016,12,12,19,7.5
1749,12/12/2016 20:00,2016,12,12,20,7.9
1750,12/12/2016 21:00,2016,12,12,21,6.7
1751,12/12/2016 22:00,2016,12,12,22,5.1
1752,12/12/2016 23:00,2016,12,12,23,3.7
1753,13/12/2016 00:00,2016,12,13,0,3.8
1754,13/12/2016 01:00,2016,12,13,1,3.7
1755,13/12/2016 02:00,2016,12,13,2,3.3
1756,13/12/2016 03:00,2016,12,13,3,3
1757,13/12/2016 04:00,2016,12,13,4,3.4
1758,13/12/2016 05:00,2016,12,13,5,2.9
1759,13/12/2016 06:00,2016,12,13,6,3
1760,13/12/2016 07:00,2016,12,13,7,2.9
1761,13/12/2016 08:00,2016,12,13,8,3
1762,13/12/2016 09:00,2016,12,13,9,3.9
1763,13/12/2016 10:00,2016,12,13,10,4.1
1764,13/12/2016 11:00,2016,12,13,11,4.3
1765,13/12/2016 12:00,2016,12,13,12,7.3
1766,13/12/2016 13:00,2016,12,13,13,7
1767,13/12/2016 14:00,2016,12,13,14,7.3
1768,13/12/2016 15:00,2016,12,13,15,7
1769,13/12/2016 16:00,2016,12,13,16,7
1770,13/12/2016 17:00,2016,12,13,17,7.5
1771,13/12/2016 18:00,2016,12,13,18,7.8
1772,13/12/2016 19:00,2016,12,13,19,8.2
1773,13/12/2016 20:00,2016,12,13,20,8.6
1774,13/12/2016 21:00,2016,12,13,21,8.7
1775,13/12/2016 22:00,2016,12,13,22,8.8
1776,13/12/2016 23:00,2016,12,13,23,8.9
1777,14/12/2016 00:00,2016,12,14,0,9.1
1778,14/12/2016 01:00,2016,12,14,1,9.2
1779,14/12/2016 02:00,2016,12,14,2,9.2
1780,14/12/2016 03:00,2016,12,14,3,9.2
1781,14/12/2016 04:00,2016,12,14,4,8.8
1782,14/12/2016 05:00,2016,12,14,5,8.9
1783,14/12/2016 06:00,2016,12,14,6,9
1784,14/12/2016 07:00,2016,12,14,7,9.2
1785,14/12/2016 08:00,2016,12,14,8,9.2
1786,14/12/2016 09:00,2016,12,14,9,9.6
1787,14/12/2016 10:00,2016,12,14,10,9.7
1788,14/12/2016 11:00,2016,12,14,11,10.1
1789,14/12/2016 12:00,2016,12,14,12,10.2
