classification,xVariable,yVariable,Occupation Description,yStart,xAxisLabel
OC5231,17,18882,"Vehicle technicians, mechanics and electricians",,
OC5231,18,19458,"Vehicle technicians, mechanics and electricians",,
OC5231,19,19842,"Vehicle technicians, mechanics and electricians",,
OC5231,20,20227,"Vehicle technicians, mechanics and electricians",,
OC5231,21,20611,"Vehicle technicians, mechanics and electricians",,
OC5231,22,21004,"Vehicle technicians, mechanics and electricians",,
OC5231,23,21266,"Vehicle technicians, mechanics and electricians",,
OC5231,24,21528,"Vehicle technicians, mechanics and electricians",,
OC5231,25,21790,"Vehicle technicians, mechanics and electricians",,
OC5231,26,22182,"Vehicle technicians, mechanics and electricians",,
OC5231,27,22444,"Vehicle technicians, mechanics and electricians",,
OC5231,28,22706,"Vehicle technicians, mechanics and electricians",,
OC5231,29,23099,"Vehicle technicians, mechanics and electricians",,
OC5231,30,23361,"Vehicle technicians, mechanics and electricians",,
OC5231,31,23623,"Vehicle technicians, mechanics and electricians",,
OC5231,32,23930,"Vehicle technicians, mechanics and electricians",,
OC5231,33,24135,"Vehicle technicians, mechanics and electricians",,
OC5231,34,24442,"Vehicle technicians, mechanics and electricians",,
OC5231,35,24646,"Vehicle technicians, mechanics and electricians",,
OC5231,36,24953,"Vehicle technicians, mechanics and electricians",,
OC5231,37,25158,"Vehicle technicians, mechanics and electricians",,
OC5231,38,25465,"Vehicle technicians, mechanics and electricians",,
OC5231,39,25772,"Vehicle technicians, mechanics and electricians",,
OC5231,40,26079,"Vehicle technicians, mechanics and electricians",,
OC5231,41,26386,"Vehicle technicians, mechanics and electricians",,
OC5231,42,26575,"Vehicle technicians, mechanics and electricians",,
OC5231,43,26765,"Vehicle technicians, mechanics and electricians",,
OC5231,44,26954,"Vehicle technicians, mechanics and electricians",,
OC5231,45,27144,"Vehicle technicians, mechanics and electricians",,
OC5231,46,27333,"Vehicle technicians, mechanics and electricians",,
OC5231,47,27522,"Vehicle technicians, mechanics and electricians",,
OC5231,48,27712,"Vehicle technicians, mechanics and electricians",,
OC5231,49,27901,"Vehicle technicians, mechanics and electricians",,
OC5231,50,28154,"Vehicle technicians, mechanics and electricians",,
OC5231,51,28343,"Vehicle technicians, mechanics and electricians",,
OC5231,52,28515,"Vehicle technicians, mechanics and electricians",,
OC5231,53,28743,"Vehicle technicians, mechanics and electricians",,
OC5231,54,28972,"Vehicle technicians, mechanics and electricians",,
OC5231,55,29144,"Vehicle technicians, mechanics and electricians",,
OC5231,56,29373,"Vehicle technicians, mechanics and electricians",,
OC5231,57,29659,"Vehicle technicians, mechanics and electricians",,
OC5231,58,29888,"Vehicle technicians, mechanics and electricians",,
OC5231,59,30116,"Vehicle technicians, mechanics and electricians",,
OC5231,60,30345,"Vehicle technicians, mechanics and electricians",,
OC5231,61,30574,"Vehicle technicians, mechanics and electricians",,
OC5231,62,30758,"Vehicle technicians, mechanics and electricians",,
OC5231,63,30989,"Vehicle technicians, mechanics and electricians",,
OC5231,64,31173,"Vehicle technicians, mechanics and electricians",,
OC5231,65,31404,"Vehicle technicians, mechanics and electricians",,
OC5231,66,31634,"Vehicle technicians, mechanics and electricians",,
OC5231,67,31865,"Vehicle technicians, mechanics and electricians",,
OC5231,68,32141,"Vehicle technicians, mechanics and electricians",,
OC5231,69,32418,"Vehicle technicians, mechanics and electricians",,
OC5231,70,32648,"Vehicle technicians, mechanics and electricians",,
OC5231,71,32925,"Vehicle technicians, mechanics and electricians",,
OC5231,72,33193,"Vehicle technicians, mechanics and electricians",,
OC5231,73,33507,"Vehicle technicians, mechanics and electricians",,
OC5231,74,33775,"Vehicle technicians, mechanics and electricians",,
OC5231,75,34088,"Vehicle technicians, mechanics and electricians",,
OC5231,76,34446,"Vehicle technicians, mechanics and electricians",,
OC5231,77,34759,"Vehicle technicians, mechanics and electricians",,
OC5231,78,35117,"Vehicle technicians, mechanics and electricians",,
OC5231,79,35475,"Vehicle technicians, mechanics and electricians",,
OC5231,80,35878,"Vehicle technicians, mechanics and electricians",,
OC5231,81,36236,"Vehicle technicians, mechanics and electricians",,
OC5231,82,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,83,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,84,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,85,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,86,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,87,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,88,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,89,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,90,NULL,"Vehicle technicians, mechanics and electricians",,
OC5231,91,NULL,"Vehicle technicians, mechanics and electricians",,
