classification,xVariable,yVariable,Occupation Description,yStart,xAxisLabel
OC5314,51,31370,Plumbers and heating and ventilating engineers,,
OC5314,52,31545,Plumbers and heating and ventilating engineers,,
OC5314,53,31779,Plumbers and heating and ventilating engineers,,
OC5314,54,32013,Plumbers and heating and ventilating engineers,,
OC5314,55,32188,Plumbers and heating and ventilating engineers,,
OC5314,56,32422,Plumbers and heating and ventilating engineers,,
OC5314,57,32714,Plumbers and heating and ventilating engineers,,
OC5314,58,32948,Plumbers and heating and ventilating engineers,,
OC5314,59,33182,Plumbers and heating and ventilating engineers,,
OC5314,60,33415,Plumbers and heating and ventilating engineers,,
OC5314,61,33649,Plumbers and heating and ventilating engineers,,
OC5314,62,33837,Plumbers and heating and ventilating engineers,,
OC5314,63,34072,Plumbers and heating and ventilating engineers,,
OC5314,64,34260,Plumbers and heating and ventilating engineers,,
OC5314,65,34495,Plumbers and heating and ventilating engineers,,
OC5314,66,34730,Plumbers and heating and ventilating engineers,,
OC5314,67,34965,Plumbers and heating and ventilating engineers,,
OC5314,68,35247,Plumbers and heating and ventilating engineers,,
OC5314,69,35529,Plumbers and heating and ventilating engineers,,
OC5314,70,35764,Plumbers and heating and ventilating engineers,,
OC5314,71,36046,Plumbers and heating and ventilating engineers,,
OC5314,72,36233,Plumbers and heating and ventilating engineers,,
OC5314,73,36451,Plumbers and heating and ventilating engineers,,
OC5314,74,36639,Plumbers and heating and ventilating engineers,,
OC5314,75,36857,Plumbers and heating and ventilating engineers,,
OC5314,76,37106,Plumbers and heating and ventilating engineers,,
OC5314,77,37325,Plumbers and heating and ventilating engineers,,
OC5314,78,37574,Plumbers and heating and ventilating engineers,,
OC5314,79,37824,Plumbers and heating and ventilating engineers,,
OC5314,80,38104,Plumbers and heating and ventilating engineers,,
OC5314,81,38354,Plumbers and heating and ventilating engineers,,
OC5314,82,NULL,Plumbers and heating and ventilating engineers,,
OC5314,83,NULL,Plumbers and heating and ventilating engineers,,
OC5314,84,NULL,Plumbers and heating and ventilating engineers,,
OC5314,85,NULL,Plumbers and heating and ventilating engineers,,
OC5314,86,NULL,Plumbers and heating and ventilating engineers,,
OC5314,87,NULL,Plumbers and heating and ventilating engineers,,
OC5314,88,NULL,Plumbers and heating and ventilating engineers,,
OC5314,89,NULL,Plumbers and heating and ventilating engineers,,
OC5314,90,NULL,Plumbers and heating and ventilating engineers,,
OC5314,91,NULL,Plumbers and heating and ventilating engineers,,
OC5315,11,17699,Carpenters and joiners,,
OC5315,12,17991,Carpenters and joiners,,
OC5315,13,18283,Carpenters and joiners,,
OC5315,14,18574,Carpenters and joiners,,
OC5315,15,19012,Carpenters and joiners,,
OC5315,16,19304,Carpenters and joiners,,
OC5315,17,19596,Carpenters and joiners,,
OC5315,18,20034,Carpenters and joiners,,
OC5315,19,20325,Carpenters and joiners,,
OC5315,20,20617,Carpenters and joiners,,
OC5315,21,20909,Carpenters and joiners,,
OC5315,22,21262,Carpenters and joiners,,
OC5315,23,21498,Carpenters and joiners,,
OC5315,24,21734,Carpenters and joiners,,
OC5315,25,21969,Carpenters and joiners,,
OC5315,26,22323,Carpenters and joiners,,
OC5315,27,22559,Carpenters and joiners,,
OC5315,28,22794,Carpenters and joiners,,
OC5315,29,23148,Carpenters and joiners,,
OC5315,30,23383,Carpenters and joiners,,
OC5315,31,23619,Carpenters and joiners,,
OC5315,32,23835,Carpenters and joiners,,
OC5315,33,23980,Carpenters and joiners,,
OC5315,34,24196,Carpenters and joiners,,
OC5315,35,24340,Carpenters and joiners,,
OC5315,36,24557,Carpenters and joiners,,
OC5315,37,24701,Carpenters and joiners,,
OC5315,38,24918,Carpenters and joiners,,
OC5315,39,25134,Carpenters and joiners,,
OC5315,40,25351,Carpenters and joiners,,
OC5315,41,25567,Carpenters and joiners,,
OC5315,42,25711,Carpenters and joiners,,
OC5315,43,25855,Carpenters and joiners,,
OC5315,44,25998,Carpenters and joiners,,
OC5315,45,26142,Carpenters and joiners,,
OC5315,46,26286,Carpenters and joiners,,
OC5315,47,26430,Carpenters and joiners,,
OC5315,48,26574,Carpenters and joiners,,
OC5315,49,26717,Carpenters and joiners,,
OC5315,50,26909,Carpenters and joiners,,
OC5315,51,27053,Carpenters and joiners,,
OC5315,52,27203,Carpenters and joiners,,
OC5315,53,27403,Carpenters and joiners,,
OC5315,54,27603,Carpenters and joiners,,
OC5315,55,27753,Carpenters and joiners,,
OC5315,56,27953,Carpenters and joiners,,
OC5315,57,28203,Carpenters and joiners,,
OC5315,58,28403,Carpenters and joiners,,
OC5315,59,28603,Carpenters and joiners,,
OC5315,60,28803,Carpenters and joiners,,
OC5315,61,29003,Carpenters and joiners,,
OC5315,62,29150,Carpenters and joiners,,
OC5315,63,29334,Carpenters and joiners,,
OC5315,64,29481,Carpenters and joiners,,
OC5315,65,29665,Carpenters and joiners,,
OC5315,66,29849,Carpenters and joiners,,
OC5315,67,30034,Carpenters and joiners,,
OC5315,68,30254,Carpenters and joiners,,
OC5315,69,30475,Carpenters and joiners,,
OC5315,70,30659,Carpenters and joiners,,
OC5315,71,30880,Carpenters and joiners,,
OC5315,72,31063,Carpenters and joiners,,
OC5315,73,31277,Carpenters and joiners,,
OC5315,74,31460,Carpenters and joiners,,
OC5315,75,31673,Carpenters and joiners,,
OC5315,76,31917,Carpenters and joiners,,
OC5315,77,32131,Carpenters and joiners,,
OC5315,78,32375,Carpenters and joiners,,
OC5315,79,32619,Carpenters and joiners,,
OC5315,80,32893,Carpenters and joiners,,
OC5315,81,33137,Carpenters and joiners,,
OC5315,82,NULL,Carpenters and joiners,,
OC5315,83,NULL,Carpenters and joiners,,
OC5315,84,NULL,Carpenters and joiners,,
OC5315,85,NULL,Carpenters and joiners,,
OC5315,86,NULL,Carpenters and joiners,,
OC5315,87,NULL,Carpenters and joiners,,
OC5315,88,NULL,Carpenters and joiners,,
OC5315,89,NULL,Carpenters and joiners,,
OC5315,90,NULL,Carpenters and joiners,,
OC5315,91,NULL,Carpenters and joiners,,
OC6145,11,12898,Care workers and home carers,,
OC6145,12,13084,Care workers and home carers,,
OC6145,13,13270,Care workers and home carers,,
OC6145,14,13455,Care workers and home carers,,
OC6145,15,13734,Care workers and home carers,,
OC6145,16,13920,Care workers and home carers,,
OC6145,17,14106,Care workers and home carers,,
OC6145,18,14385,Care workers and home carers,,
OC6145,19,14570,Care workers and home carers,,
OC6145,20,14756,Care workers and home carers,,
OC6145,21,14942,Care workers and home carers,,
OC6145,22,15132,Care workers and home carers,,
OC6145,23,15259,Care workers and home carers,,
OC6145,24,15386,Care workers and home carers,,
OC6145,25,15513,Care workers and home carers,,
OC6145,26,15703,Care workers and home carers,,
OC6145,27,15829,Care workers and home carers,,
OC6145,28,15956,Care workers and home carers,,
OC6145,29,16146,Care workers and home carers,,
OC6145,30,16273,Care workers and home carers,,
OC6145,31,16400,Care workers and home carers,,
OC6145,32,16569,Care workers and home carers,,
OC6145,33,16681,Care workers and home carers,,
OC6145,34,16850,Care workers and home carers,,
OC6145,35,16963,Care workers and home carers,,
OC6145,36,17132,Care workers and home carers,,
OC6145,37,17244,Care workers and home carers,,
OC6145,38,17413,Care workers and home carers,,
OC6145,39,17582,Care workers and home carers,,
OC6145,40,17751,Care workers and home carers,,
OC6145,41,17920,Care workers and home carers,,
OC6145,42,18035,Care workers and home carers,,
OC6145,43,18149,Care workers and home carers,,
OC6145,44,18264,Care workers and home carers,,
OC6145,45,18378,Care workers and home carers,,
OC6145,46,18493,Care workers and home carers,,
OC6145,47,18607,Care workers and home carers,,
OC6145,48,18722,Care workers and home carers,,
OC6145,49,18837,Care workers and home carers,,
OC6145,50,18989,Care workers and home carers,,
OC6145,51,19104,Care workers and home carers,,
OC6145,52,19220,Care workers and home carers,,
OC6145,53,19375,Care workers and home carers,,
OC6145,54,19529,Care workers and home carers,,
OC6145,55,19645,Care workers and home carers,,
OC6145,56,19800,Care workers and home carers,,
OC6145,57,19993,Care workers and home carers,,
OC6145,58,20148,Care workers and home carers,,
OC6145,59,20303,Care workers and home carers,,
OC6145,60,20457,Care workers and home carers,,
OC6145,61,20612,Care workers and home carers,,
OC6145,62,20762,Care workers and home carers,,
OC6145,63,20949,Care workers and home carers,,
OC6145,64,21099,Care workers and home carers,,
OC6145,65,21286,Care workers and home carers,,
OC6145,66,21474,Care workers and home carers,,
OC6145,67,21661,Care workers and home carers,,
OC6145,68,21886,Care workers and home carers,,
OC6145,69,22111,Care workers and home carers,,
OC6145,70,22298,Care workers and home carers,,
OC6145,71,22523,Care workers and home carers,,
OC6145,72,22706,Care workers and home carers,,
OC6145,73,22920,Care workers and home carers,,
OC6145,74,23103,Care workers and home carers,,
OC6145,75,23316,Care workers and home carers,,
OC6145,76,23560,Care workers and home carers,,
OC6145,77,23774,Care workers and home carers,,
OC6145,78,24018,Care workers and home carers,,
OC6145,79,24262,Care workers and home carers,,
OC6145,80,24537,Care workers and home carers,,
OC6145,81,24781,Care workers and home carers,,
OC6145,82,25039,Care workers and home carers,,
OC6145,83,25297,Care workers and home carers,,
OC6145,84,25529,Care workers and home carers,,
OC6145,85,25736,Care workers and home carers,,
OC6145,86,26045,Care workers and home carers,,
OC6145,87,26381,Care workers and home carers,,
OC6145,88,26794,Care workers and home carers,,
OC6145,89,27258,Care workers and home carers,,
OC6145,90,27722,Care workers and home carers,,
OC6145,91,28290,Care workers and home carers,,
OC71,11,13617,Sales occupations,,
OC71,12,13784,Sales occupations,,
OC71,13,13950,Sales occupations,,
OC71,14,14117,Sales occupations,,
OC71,15,14367,Sales occupations,,
OC71,16,14534,Sales occupations,,
OC71,17,14700,Sales occupations,,
OC71,18,14950,Sales occupations,,
OC71,19,15117,Sales occupations,,
OC71,20,15283,Sales occupations,,
OC71,21,15450,Sales occupations,,
OC71,22,15606,Sales occupations,,
OC71,23,15710,Sales occupations,,
OC71,24,15813,Sales occupations,,
OC71,25,15917,Sales occupations,,
OC71,26,16073,Sales occupations,,
OC71,27,16177,Sales occupations,,
OC71,28,16281,Sales occupations,,
OC71,29,16436,Sales occupations,,
OC71,30,16540,Sales occupations,,
OC71,31,16644,Sales occupations,,
OC71,32,16770,Sales occupations,,
OC71,33,16854,Sales occupations,,
OC71,34,16981,Sales occupations,,
OC71,35,17065,Sales occupations,,
OC71,36,17191,Sales occupations,,
OC71,37,17275,Sales occupations,,
OC71,38,17401,Sales occupations,,
OC71,39,17528,Sales occupations,,
OC71,40,17654,Sales occupations,,
OC71,41,17780,Sales occupations,,
OC71,42,17898,Sales occupations,,
OC71,43,18016,Sales occupations,,
OC71,44,18133,Sales occupations,,
OC71,45,18251,Sales occupations,,
OC71,46,18369,Sales occupations,,
OC71,47,18487,Sales occupations,,
OC71,48,18604,Sales occupations,,
OC71,49,18722,Sales occupations,,
OC71,50,18879,Sales occupations,,
OC71,51,18997,Sales occupations,,
OC71,52,19130,Sales occupations,,
OC71,53,19308,Sales occupations,,
OC71,54,19485,Sales occupations,,
OC71,55,19618,Sales occupations,,
OC71,56,19796,Sales occupations,,
OC71,57,20018,Sales occupations,,
OC71,58,20195,Sales occupations,,
OC71,59,20373,Sales occupations,,
OC71,60,20550,Sales occupations,,
OC71,61,20728,Sales occupations,,
OC71,62,20875,Sales occupations,,
OC71,63,21058,Sales occupations,,
OC71,64,21205,Sales occupations,,
OC71,65,21388,Sales occupations,,
OC71,66,21571,Sales occupations,,
OC71,67,21755,Sales occupations,,
OC71,68,21975,Sales occupations,,
OC71,69,22195,Sales occupations,,
OC71,70,22378,Sales occupations,,
OC71,71,22598,Sales occupations,,
OC71,72,22834,Sales occupations,,
OC71,73,23109,Sales occupations,,
OC71,74,23344,Sales occupations,,
OC71,75,23619,Sales occupations,,
OC71,76,23934,Sales occupations,,
OC71,77,24209,Sales occupations,,
OC71,78,24523,Sales occupations,,
OC71,79,24837,Sales occupations,,
OC71,80,25191,Sales occupations,,
OC71,81,25505,Sales occupations,,
OC71,82,25883,Sales occupations,,
OC71,83,26261,Sales occupations,,
OC71,84,26601,Sales occupations,,
OC71,85,26903,Sales occupations,,
OC71,86,27356,Sales occupations,,
OC71,87,27847,Sales occupations,,
OC71,88,28452,Sales occupations,,
OC71,89,29132,Sales occupations,,
OC71,90,29812,Sales occupations,,
OC71,91,30643,Sales occupations,,
OC72,11,16000,Customer service occupations,,
OC72,12,16165,Customer service occupations,,
OC72,13,16331,Customer service occupations,,
OC72,14,16496,Customer service occupations,,
OC72,15,16744,Customer service occupations,,
OC72,16,16909,Customer service occupations,,
OC72,17,17074,Customer service occupations,,
OC72,18,17322,Customer service occupations,,
OC72,19,17487,Customer service occupations,,
OC72,20,17653,Customer service occupations,,
OC72,21,17818,Customer service occupations,,
OC72,22,18026,Customer service occupations,,
OC72,23,18165,Customer service occupations,,
OC72,24,18304,Customer service occupations,,
OC72,25,18443,Customer service occupations,,
OC72,26,18651,Customer service occupations,,
OC72,27,18789,Customer service occupations,,
OC72,28,18928,Customer service occupations,,
OC72,29,19136,Customer service occupations,,
OC72,30,19275,Customer service occupations,,
OC72,31,19414,Customer service occupations,,
OC72,32,19579,Customer service occupations,,
OC72,33,19689,Customer service occupations,,
OC72,34,19854,Customer service occupations,,
OC72,35,19964,Customer service occupations,,
OC72,36,20129,Customer service occupations,,
OC72,37,20240,Customer service occupations,,
OC72,38,20405,Customer service occupations,,
OC72,39,20570,Customer service occupations,,
OC72,40,20735,Customer service occupations,,
OC72,41,20900,Customer service occupations,,
OC72,42,21072,Customer service occupations,,
OC72,43,21245,Customer service occupations,,
OC72,44,21417,Customer service occupations,,
OC72,45,21590,Customer service occupations,,
OC72,46,21762,Customer service occupations,,
OC72,47,21935,Customer service occupations,,
OC72,48,22107,Customer service occupations,,
OC72,49,22280,Customer service occupations,,
OC72,50,22510,Customer service occupations,,
OC72,51,22682,Customer service occupations,,
OC72,52,22825,Customer service occupations,,
OC72,53,23015,Customer service occupations,,
OC72,54,23205,Customer service occupations,,
OC72,55,23347,Customer service occupations,,
OC72,56,23537,Customer service occupations,,
OC72,57,23775,Customer service occupations,,
OC72,58,23965,Customer service occupations,,
OC72,59,24155,Customer service occupations,,
OC72,60,24345,Customer service occupations,,
OC72,61,24535,Customer service occupations,,
OC72,62,24732,Customer service occupations,,
OC72,63,24979,Customer service occupations,,
OC72,64,25177,Customer service occupations,,
OC72,65,25424,Customer service occupations,,
OC72,66,25671,Customer service occupations,,
OC72,67,25917,Customer service occupations,,
OC72,68,26214,Customer service occupations,,
OC72,69,26510,Customer service occupations,,
OC72,70,26757,Customer service occupations,,
OC72,71,27053,Customer service occupations,,
OC72,72,27365,Customer service occupations,,
OC72,73,27730,Customer service occupations,,
OC72,74,28042,Customer service occupations,,
OC72,75,28407,Customer service occupations,,
OC72,76,28823,Customer service occupations,,
OC72,77,29188,Customer service occupations,,
OC72,78,29604,Customer service occupations,,
OC72,79,30021,Customer service occupations,,
OC72,80,30489,Customer service occupations,,
OC72,81,30906,Customer service occupations,,
OC72,82,31403,Customer service occupations,,
OC72,83,31900,Customer service occupations,,
OC72,84,32347,Customer service occupations,,
OC72,85,32745,Customer service occupations,,
OC72,86,33341,Customer service occupations,,
OC72,87,33987,Customer service occupations,,
OC72,88,34782,Customer service occupations,,
OC72,89,35676,Customer service occupations,,
OC72,90,36571,Customer service occupations,,
OC72,91,37664,Customer service occupations,,
OC8211,11,21032,Large goods vehicle drivers,,
OC8211,12,21332,Large goods vehicle drivers,,
OC8211,13,21631,Large goods vehicle drivers,,
OC8211,14,21931,Large goods vehicle drivers,,
OC8211,15,22381,Large goods vehicle drivers,,
OC8211,16,22681,Large goods vehicle drivers,,
OC8211,17,22980,Large goods vehicle drivers,,
OC8211,18,23430,Large goods vehicle drivers,,
OC8211,19,23730,Large goods vehicle drivers,,
OC8211,20,24029,Large goods vehicle drivers,,
OC8211,21,24329,Large goods vehicle drivers,,
OC8211,22,24629,Large goods vehicle drivers,,
OC8211,23,24829,Large goods vehicle drivers,,
OC8211,24,25030,Large goods vehicle drivers,,
OC8211,25,25230,Large goods vehicle drivers,,
OC8211,26,25530,Large goods vehicle drivers,,
OC8211,27,25730,Large goods vehicle drivers,,
OC8211,28,25930,Large goods vehicle drivers,,
OC8211,29,26231,Large goods vehicle drivers,,
OC8211,30,26431,Large goods vehicle drivers,,
OC8211,31,26631,Large goods vehicle drivers,,
OC8211,32,26864,Large goods vehicle drivers,,
OC8211,33,27019,Large goods vehicle drivers,,
OC8211,34,27251,Large goods vehicle drivers,,
OC8211,35,27406,Large goods vehicle drivers,,
OC8211,36,27639,Large goods vehicle drivers,,
OC8211,37,27794,Large goods vehicle drivers,,
OC8211,38,28026,Large goods vehicle drivers,,
OC8211,39,28259,Large goods vehicle drivers,,
OC8211,40,28491,Large goods vehicle drivers,,
OC8211,41,28724,Large goods vehicle drivers,,
OC8211,42,28897,Large goods vehicle drivers,,
OC8211,43,29071,Large goods vehicle drivers,,
OC8211,44,29244,Large goods vehicle drivers,,
OC8211,45,29418,Large goods vehicle drivers,,
OC8211,46,29591,Large goods vehicle drivers,,
OC8211,47,29765,Large goods vehicle drivers,,
OC8211,48,29938,Large goods vehicle drivers,,
OC8211,49,30111,Large goods vehicle drivers,,
OC8211,50,30343,Large goods vehicle drivers,,
OC8211,51,30516,Large goods vehicle drivers,,
OC8211,52,30673,Large goods vehicle drivers,,
OC8211,53,30882,Large goods vehicle drivers,,
OC8211,54,31091,Large goods vehicle drivers,,
OC8211,55,31248,Large goods vehicle drivers,,
OC8211,56,31457,Large goods vehicle drivers,,
OC8211,57,31718,Large goods vehicle drivers,,
OC8211,58,31927,Large goods vehicle drivers,,
OC8211,59,32136,Large goods vehicle drivers,,
OC8211,60,32345,Large goods vehicle drivers,,
OC8211,61,32554,Large goods vehicle drivers,,
OC8211,62,32694,Large goods vehicle drivers,,
OC8211,63,32870,Large goods vehicle drivers,,
OC8211,64,33011,Large goods vehicle drivers,,
OC8211,65,33186,Large goods vehicle drivers,,
OC8211,66,33362,Large goods vehicle drivers,,
OC8211,67,33537,Large goods vehicle drivers,,
OC8211,68,33748,Large goods vehicle drivers,,
OC8211,69,33959,Large goods vehicle drivers,,
OC8211,70,34134,Large goods vehicle drivers,,
OC8211,71,34345,Large goods vehicle drivers,,
OC8211,72,34556,Large goods vehicle drivers,,
OC8211,73,34802,Large goods vehicle drivers,,
OC8211,74,35012,Large goods vehicle drivers,,
OC8211,75,35258,Large goods vehicle drivers,,
OC8211,76,35539,Large goods vehicle drivers,,
OC8211,77,35785,Large goods vehicle drivers,,
OC8211,78,36066,Large goods vehicle drivers,,
OC8211,79,36347,Large goods vehicle drivers,,
OC8211,80,36663,Large goods vehicle drivers,,
OC8211,81,36944,Large goods vehicle drivers,,
OC8211,82,37224,Large goods vehicle drivers,,
OC8211,83,37504,Large goods vehicle drivers,,
OC8211,84,37756,Large goods vehicle drivers,,
OC8211,85,37980,Large goods vehicle drivers,,
OC8211,86,38316,Large goods vehicle drivers,,
OC8211,87,38680,Large goods vehicle drivers,,
OC8211,88,39129,Large goods vehicle drivers,,
OC8211,89,39633,Large goods vehicle drivers,,
OC8211,90,40137,Large goods vehicle drivers,,
OC8211,91,40753,Large goods vehicle drivers,,
OC9241,11,16828,Security guards and related occupations,,
OC9241,12,17033,Security guards and related occupations,,
OC9241,13,17239,Security guards and related occupations,,
OC9241,14,17444,Security guards and related occupations,,
OC9241,15,17752,Security guards and related occupations,,
OC9241,16,17957,Security guards and related occupations,,
OC9241,17,18162,Security guards and related occupations,,
OC9241,18,18470,Security guards and related occupations,,
OC9241,19,18675,Security guards and related occupations,,
OC9241,20,18881,Security guards and related occupations,,
OC9241,21,19086,Security guards and related occupations,,
OC9241,22,19334,Security guards and related occupations,,
OC9241,23,19500,Security guards and related occupations,,
OC9241,24,19666,Security guards and related occupations,,
OC9241,25,19831,Security guards and related occupations,,
OC9241,26,20080,Security guards and related occupations,,
OC9241,27,20246,Security guards and related occupations,,
OC9241,28,20411,Security guards and related occupations,,
OC9241,29,20660,Security guards and related occupations,,
OC9241,30,20825,Security guards and related occupations,,
OC9241,31,20991,Security guards and related occupations,,
OC9241,32,21210,Security guards and related occupations,,
OC9241,33,21356,Security guards and related occupations,,
OC9241,34,21575,Security guards and related occupations,,
OC9241,35,21721,Security guards and related occupations,,
OC9241,36,21940,Security guards and related occupations,,
OC9241,37,22085,Security guards and related occupations,,
OC9241,38,22304,Security guards and related occupations,,
OC9241,39,22523,Security guards and related occupations,,
OC9241,40,22742,Security guards and related occupations,,
OC9241,41,22961,Security guards and related occupations,,
OC9241,42,23162,Security guards and related occupations,,
OC9241,43,23364,Security guards and related occupations,,
OC9241,44,23565,Security guards and related occupations,,
OC9241,45,23767,Security guards and related occupations,,
OC9241,46,23968,Security guards and related occupations,,
OC9241,47,24170,Security guards and related occupations,,
OC9241,48,24371,Security guards and related occupations,,
OC9241,49,24573,Security guards and related occupations,,
OC9241,50,24842,Security guards and related occupations,,
OC9241,51,25043,Security guards and related occupations,,
OC9241,52,25213,Security guards and related occupations,,
OC9241,53,25440,Security guards and related occupations,,
OC9241,54,25666,Security guards and related occupations,,
OC9241,55,25836,Security guards and related occupations,,
OC9241,56,26063,Security guards and related occupations,,
OC9241,57,26346,Security guards and related occupations,,
OC9241,58,26573,Security guards and related occupations,,
OC9241,59,26800,Security guards and related occupations,,
OC9241,60,27026,Security guards and related occupations,,
OC9241,61,27253,Security guards and related occupations,,
OC9241,62,27437,Security guards and related occupations,,
OC9241,63,27666,Security guards and related occupations,,
OC9241,64,27850,Security guards and related occupations,,
OC9241,65,28080,Security guards and related occupations,,
OC9241,66,28309,Security guards and related occupations,,
OC9241,67,28539,Security guards and related occupations,,
OC9241,68,28814,Security guards and related occupations,,
OC9241,69,29090,Security guards and related occupations,,
OC9241,70,29319,Security guards and related occupations,,
OC9241,71,29595,Security guards and related occupations,,
OC9241,72,29815,Security guards and related occupations,,
OC9241,73,30071,Security guards and related occupations,,
OC9241,74,30290,Security guards and related occupations,,
OC9241,75,30546,Security guards and related occupations,,
OC9241,76,30839,Security guards and related occupations,,
OC9241,77,31095,Security guards and related occupations,,
OC9241,78,31388,Security guards and related occupations,,
OC9241,79,31681,Security guards and related occupations,,
OC9241,80,32010,Security guards and related occupations,,
OC9241,81,32303,Security guards and related occupations,,
OC9241,82,32592,Security guards and related occupations,,
OC9241,83,32881,Security guards and related occupations,,
OC9241,84,33141,Security guards and related occupations,,
OC9241,85,33373,Security guards and related occupations,,
OC9241,86,33720,Security guards and related occupations,,
OC9241,87,34096,Security guards and related occupations,,
OC9241,88,34558,Security guards and related occupations,,
OC9241,89,35079,Security guards and related occupations,,
OC9241,90,35599,Security guards and related occupations,,
OC9241,91,36235,Security guards and related occupations,,
OC522,11,19493,"Metal machining, fitting and instrument making trades",,
OC522,12,19807,"Metal machining, fitting and instrument making trades",,
OC522,13,20121,"Metal machining, fitting and instrument making trades",,
OC522,14,20434,"Metal machining, fitting and instrument making trades",,
OC522,15,20905,"Metal machining, fitting and instrument making trades",,
OC522,16,21219,"Metal machining, fitting and instrument making trades",,
OC522,17,21533,"Metal machining, fitting and instrument making trades",,
OC522,18,22004,"Metal machining, fitting and instrument making trades",,
OC522,19,22317,"Metal machining, fitting and instrument making trades",,
OC522,20,22631,"Metal machining, fitting and instrument making trades",,
OC522,21,22945,"Metal machining, fitting and instrument making trades",,
OC522,22,23360,"Metal machining, fitting and instrument making trades",,
OC522,23,23636,"Metal machining, fitting and instrument making trades",,
OC522,24,23913,"Metal machining, fitting and instrument making trades",,
OC522,25,24189,"Metal machining, fitting and instrument making trades",,
OC522,26,24604,"Metal machining, fitting and instrument making trades",,
OC522,27,24880,"Metal machining, fitting and instrument making trades",,
OC522,28,25156,"Metal machining, fitting and instrument making trades",,
OC522,29,25571,"Metal machining, fitting and instrument making trades",,
OC522,30,25848,"Metal machining, fitting and instrument making trades",,
OC522,31,26124,"Metal machining, fitting and instrument making trades",,
OC522,32,26453,"Metal machining, fitting and instrument making trades",,
OC522,33,26672,"Metal machining, fitting and instrument making trades",,
OC522,34,27001,"Metal machining, fitting and instrument making trades",,
OC522,35,27220,"Metal machining, fitting and instrument making trades",,
OC522,36,27549,"Metal machining, fitting and instrument making trades",,
OC522,37,27768,"Metal machining, fitting and instrument making trades",,
OC522,38,28097,"Metal machining, fitting and instrument making trades",,
OC522,39,28426,"Metal machining, fitting and instrument making trades",,
OC522,40,28755,"Metal machining, fitting and instrument making trades",,
OC522,41,29084,"Metal machining, fitting and instrument making trades",,
OC522,42,29376,"Metal machining, fitting and instrument making trades",,
OC522,43,29668,"Metal machining, fitting and instrument making trades",,
OC522,44,29960,"Metal machining, fitting and instrument making trades",,
OC522,45,30252,"Metal machining, fitting and instrument making trades",,
OC522,46,30544,"Metal machining, fitting and instrument making trades",,
OC522,47,30836,"Metal machining, fitting and instrument making trades",,
OC522,48,31128,"Metal machining, fitting and instrument making trades",,
OC522,49,31421,"Metal machining, fitting and instrument making trades",,
OC522,50,31810,"Metal machining, fitting and instrument making trades",,
OC522,51,32102,"Metal machining, fitting and instrument making trades",,
OC522,52,32335,"Metal machining, fitting and instrument making trades",,
OC522,53,32647,"Metal machining, fitting and instrument making trades",,
OC522,54,32958,"Metal machining, fitting and instrument making trades",,
OC522,55,33191,"Metal machining, fitting and instrument making trades",,
OC522,56,33503,"Metal machining, fitting and instrument making trades",,
OC522,57,33892,"Metal machining, fitting and instrument making trades",,
OC522,58,34203,"Metal machining, fitting and instrument making trades",,
OC522,59,34514,"Metal machining, fitting and instrument making trades",,
OC522,60,34826,"Metal machining, fitting and instrument making trades",,
OC522,61,35137,"Metal machining, fitting and instrument making trades",,
OC522,62,35424,"Metal machining, fitting and instrument making trades",,
OC522,63,35784,"Metal machining, fitting and instrument making trades",,
OC522,64,36071,"Metal machining, fitting and instrument making trades",,
OC522,65,36431,"Metal machining, fitting and instrument making trades",,
OC522,66,36790,"Metal machining, fitting and instrument making trades",,
OC522,67,37149,"Metal machining, fitting and instrument making trades",,
OC522,68,37580,"Metal machining, fitting and instrument making trades",,
OC522,69,38012,"Metal machining, fitting and instrument making trades",,
OC522,70,38371,"Metal machining, fitting and instrument making trades",,
OC522,71,38802,"Metal machining, fitting and instrument making trades",,
OC522,72,39168,"Metal machining, fitting and instrument making trades",,
OC522,73,39595,"Metal machining, fitting and instrument making trades",,
OC522,74,39961,"Metal machining, fitting and instrument making trades",,
OC522,75,40388,"Metal machining, fitting and instrument making trades",,
OC522,76,40876,"Metal machining, fitting and instrument making trades",,
OC522,77,41302,"Metal machining, fitting and instrument making trades",,
OC522,78,41790,"Metal machining, fitting and instrument making trades",,
OC522,79,42278,"Metal machining, fitting and instrument making trades",,
OC522,80,42827,"Metal machining, fitting and instrument making trades",,
OC522,81,43315,"Metal machining, fitting and instrument making trades",,
OC522,82,43805,"Metal machining, fitting and instrument making trades",,
OC522,83,44294,"Metal machining, fitting and instrument making trades",,
OC522,84,44735,"Metal machining, fitting and instrument making trades",,
OC522,85,45127,"Metal machining, fitting and instrument making trades",,
OC522,86,45715,"Metal machining, fitting and instrument making trades",,
OC522,87,46351,"Metal machining, fitting and instrument making trades",,
OC522,88,47135,"Metal machining, fitting and instrument making trades",,
OC522,89,48016,"Metal machining, fitting and instrument making trades",,
OC522,90,48898,"Metal machining, fitting and instrument making trades",,
OC522,91,49975,"Metal machining, fitting and instrument making trades",,
OC5231,11,16384,"Vehicle technicians, mechanics and electricians",,
OC5231,12,16768,"Vehicle technicians, mechanics and electricians",,
OC5231,13,17153,"Vehicle technicians, mechanics and electricians",,
OC5231,14,17537,"Vehicle technicians, mechanics and electricians",,
OC5231,15,18113,"Vehicle technicians, mechanics and electricians",,
OC5231,16,18498,"Vehicle technicians, mechanics and electricians",,
