classification,xVariable,yVariable
OC212,32,35973.666666666664
OC212,33,36237.444444444445
OC212,34,36633.11111111111
OC212,35,36896.88888888889
OC212,36,37292.555555555555
OC212,37,37556.333333333336
OC212,38,37952.0
OC212,39,38347.666666666664
OC212,40,38743.333333333336
OC212,41,39139
OC212,42,39476.54838709677
OC212,43,39814.096774193546
OC212,44,40151.645161290326
OC212,45,40489.1935483871
OC212,46,40826.74193548387
OC212,47,41164.290322580644
OC212,48,41501.83870967742
OC212,49,41839.3870967742
OC212,50,42289.45161290323
OC212,51,42627
OC212,52,42875.92307692308
OC212,53,43207.820512820515
OC212,54,43539.717948717946
OC212,55,43788.64102564102
OC212,56,44120.53846153846
OC212,57,44535.41025641026
OC212,58,44867.307692307695
OC212,59,45199.205128205125
OC212,60,45531.10256410256
OC212,61,45863
OC212,62,46185.117647058825
OC212,63,46587.76470588235
OC212,64,46909.882352941175
OC212,65,47312.529411764706
OC212,66,47715.17647058824
OC212,67,48117.82352941176
OC212,68,48601.0
OC212,69,49084.17647058824
OC212,70,49486.82352941176
OC212,71,49970
OC212,72,50419.67567567567
OC212,73,50944.2972972973
OC212,74,51393.97297297297
OC212,75,51918.59459459459
OC212,76,52518.16216216216
OC212,77,53042.78378378379
OC212,78,53642.35135135135
OC212,79,54241.91891891892
OC212,80,54916.43243243243
OC212,81,55516
OC212,82,56192.617647058825
OC212,83,56869.23529411765
OC212,84,57478.19117647059
OC212,85,58019.48529411765
OC212,86,58831.42647058824
OC212,87,59711.029411764706
OC212,88,60793.617647058825
OC212,89,62011.529411764706
OC212,90,63229.44117647059
OC212,91,64718
OC2211,11,30879
OC2211,12,31750.090909090908
OC2211,13,32621.18181818182
OC2211,14,33492.27272727273
OC2211,15,34798.90909090909
OC2211,16,35670.0
OC2211,17,36541.09090909091
OC2211,18,37847.72727272727
OC2211,19,38718.818181818184
OC2211,20,39589.90909090909
OC2211,21,40461
OC2211,22,41719.04347826087
OC2211,23,42557.739130434784
OC2211,24,43396.434782608696
OC2211,25,44235.13043478261
OC2211,26,45493.17391304348
OC2211,27,46331.86956521739
OC2211,28,47170.565217391304
OC2211,29,48428.608695652176
OC2211,30,49267.30434782609
OC2211,31,50106
OC2211,32,51183.333333333336
OC2211,33,51901.555555555555
OC2211,34,52978.88888888889
OC2211,35,53697.11111111111
OC2211,36,54774.444444444445
OC2211,37,55492.666666666664
OC2211,38,56570.0
OC2211,39,57647.333333333336
OC2211,40,58724.666666666664
OC2211,41,59802
OC2211,42,60984.290322580644
OC2211,43,62166.58064516129
OC2211,44,63348.87096774194
OC2211,45,64531.16129032258
OC2211,46,65713.45161290323
OC2211,47,66895.74193548388
OC2211,48,68078.03225806452
OC2211,49,69260.32258064517
OC2211,50,70836.70967741935
OC2211,51,72019
OC2211,52,73222.53846153847
OC2211,53,74827.2564102564
OC2211,54,76431.97435897436
OC2211,55,77635.51282051281
OC2211,56,79240.23076923077
OC2211,57,81246.1282051282
OC2211,58,82850.84615384616
OC2211,59,84455.5641025641
OC2211,60,86060.28205128205
OC2211,61,87665
OC2211,62,88769.39215686274
OC2211,63,90149.88235294117
OC2211,64,91254.27450980392
OC2211,65,92634.76470588235
OC2211,66,94015.25490196078
OC2211,67,95395.74509803922
OC2211,68,97052.33333333333
OC2211,69,98708.92156862745
OC2211,70,100089.41176470589
OC2211,71,101746
OC2211,72,102981.51351351352
OC2211,73,104422.94594594595
OC2211,74,105658.45945945945
OC2211,75,107099.8918918919
OC2211,76,108747.24324324324
OC2211,77,110188.67567567568
OC2211,78,111836.02702702703
OC2211,79,113483.37837837837
OC2211,80,115336.64864864865
OC2211,81,116984
OC2211,82,118350.91176470589
OC2211,83,119717.82352941176
OC2211,84,120948.04411764706
OC2211,85,122041.57352941176
OC2211,86,123681.86764705883
OC2211,87,125458.85294117648
OC2211,88,127645.91176470587
OC2211,89,130106.35294117648
OC2211,90,132566.79411764705
OC2211,91,135574
OC2231,11,21998
OC2231,12,22402.0
OC2231,13,22806.0
OC2231,14,23210.0
OC2231,15,23816.0
OC2231,16,24220.0
OC2231,17,24624.0
OC2231,18,25230.0
OC2231,19,25634.0
OC2231,20,26038.0
OC2231,21,26442
OC2231,22,26765.869565217392
OC2231,23,26981.782608695652
OC2231,24,27197.695652173912
OC2231,25,27413.608695652176
OC2231,26,27737.478260869564
OC2231,27,27953.391304347828
OC2231,28,28169.304347826088
OC2231,29,28493.17391304348
OC2231,30,28709.08695652174
OC2231,31,28925
OC2231,32,29164.666666666668
OC2231,33,29324.444444444445
OC2231,34,29564.11111111111
OC2231,35,29723.88888888889
OC2231,36,29963.555555555555
OC2231,37,30123.333333333332
OC2231,38,30363.0
OC2231,39,30602.666666666668
OC2231,40,30842.333333333332
OC2231,41,31082
OC2231,42,31291.032258064515
OC2231,43,31500.064516129034
OC2231,44,31709.09677419355
OC2231,45,31918.129032258064
OC2231,46,32127.16129032258
OC2231,47,32336.1935483871
OC2231,48,32545.225806451614
OC2231,49,32754.25806451613
OC2231,50,33032.967741935485
OC2231,51,33242
OC2231,52,33445.230769230766
OC2231,53,33716.205128205125
OC2231,54,33987.179487179485
OC2231,55,34190.41025641026
OC2231,56,34461.38461538462
OC2231,57,34800.10256410256
OC2231,58,35071.07692307692
OC2231,59,35342.05128205128
OC2231,60,35613.02564102564
OC2231,61,35884
OC2231,62,36094.117647058825
OC2231,63,36356.76470588235
OC2231,64,36566.882352941175
OC2231,65,36829.529411764706
OC2231,66,37092.17647058824
OC2231,67,37354.82352941176
OC2231,68,37670.0
OC2231,69,37985.17647058824
OC2231,70,38247.82352941176
OC2231,71,38563
OC2231,72,38832.67567567567
OC2231,73,39147.2972972973
OC2231,74,39416.97297297297
OC2231,75,39731.59459459459
OC2231,76,40091.16216216216
OC2231,77,40405.78378378379
OC2231,78,40765.35135135135
OC2231,79,41124.91891891892
OC2231,80,41529.43243243243
OC2231,81,41889
OC2231,82,42240.91176470588
OC2231,83,42592.82352941176
OC2231,84,42909.544117647056
OC2231,85,43191.07352941176
OC2231,86,43613.367647058825
OC2231,87,44070.85294117647
OC2231,88,44633.91176470588
OC2231,89,45267.35294117647
OC2231,90,45900.794117647056
OC2231,91,46675
OC23,11,24175
OC23,12,24568.454545454544
OC23,13,24961.909090909092
OC23,14,25355.363636363636
OC23,15,25945.545454545456
OC23,16,26339.0
OC23,17,26732.454545454544
OC23,18,27322.636363636364
OC23,19,27716.090909090908
OC23,20,28109.545454545456
OC23,21,28503
OC23,22,29058.782608695652
OC23,23,29429.304347826088
OC23,24,29799.82608695652
OC23,25,30170.347826086956
OC23,26,30726.130434782608
OC23,27,31096.652173913044
OC23,28,31467.17391304348
OC23,29,32022.956521739132
OC23,30,32393.478260869564
OC23,31,32764
OC23,32,33114.88888888889
OC23,33,33348.81481481482
OC23,34,33699.7037037037
OC23,35,33933.62962962963
OC23,36,34284.51851851852
OC23,37,34518.444444444445
OC23,38,34869.333333333336
OC23,39,35220.22222222222
OC23,40,35571.11111111111
OC23,41,35922
OC23,42,36187.74193548387
OC23,43,36453.48387096774
OC23,44,36719.22580645161
OC23,45,36984.967741935485
OC23,46,37250.709677419356
OC23,47,37516.45161290323
OC23,48,37782.1935483871
OC23,49,38047.93548387097
OC23,50,38402.25806451613
OC23,51,38668
OC23,52,38871.53846153846
OC23,53,39142.92307692308
OC23,54,39414.307692307695
OC23,55,39617.846153846156
OC23,56,39889.230769230766
OC23,57,40228.46153846154
OC23,58,40499.846153846156
OC23,59,40771.230769230766
OC23,60,41042.61538461538
OC23,61,41314
OC23,62,41590.86274509804
OC23,63,41936.94117647059
OC23,64,42213.80392156863
OC23,65,42559.882352941175
OC23,66,42905.96078431373
OC23,67,43252.03921568627
OC23,68,43667.333333333336
OC23,69,44082.62745098039
OC23,70,44428.705882352944
OC23,71,44844
OC23,72,45246.16216216216
OC23,73,45715.35135135135
OC23,74,46117.51351351351
OC23,75,46586.7027027027
OC23,76,47122.91891891892
OC23,77,47592.10810810811
OC23,78,48128.32432432433
OC23,79,48664.54054054054
OC23,80,49267.78378378379
OC23,81,49804
OC23,82,50401.94117647059
OC23,83,50999.882352941175
OC23,84,51538.029411764706
OC23,85,52016.382352941175
OC23,86,52733.91176470588
OC23,87,53511.23529411765
OC23,88,54467.94117647059
OC23,89,55544.23529411765
OC23,90,56620.529411764706
OC23,91,57936
OC2413,11,NULL
OC2413,12,NULL
OC2413,13,NULL
OC2413,14,NULL
OC2413,15,NULL
OC2413,16,NULL
OC2413,17,NULL
OC2413,18,NULL
OC2413,19,NULL
OC2413,20,NULL
OC2413,21,32000
OC2413,22,32544.434782608696
OC2413,23,32907.391304347824
OC2413,24,33270.34782608696
OC2413,25,33633.30434782609
OC2413,26,34177.739130434784
OC2413,27,34540.69565217391
OC2413,28,34903.65217391304
OC2413,29,35448.086956521736
OC2413,30,35811.04347826087
OC2413,31,36174
OC2413,32,36609.333333333336
OC2413,33,36899.555555555555
OC2413,34,37334.88888888889
OC2413,35,37625.11111111111
OC2413,36,38060.444444444445
OC2413,37,38350.666666666664
OC2413,38,38786.0
OC2413,39,39221.333333333336
OC2413,40,39656.666666666664
OC2413,41,40092
OC2413,42,40324.45161290323
OC2413,43,40556.903225806454
OC2413,44,40789.354838709674
OC2413,45,41021.8064516129
OC2413,46,41254.25806451613
OC2413,47,41486.709677419356
OC2413,48,41719.16129032258
OC2413,49,41951.6129032258
OC2413,50,42261.54838709677
OC2413,51,42494
OC2413,52,NULL
OC2413,53,NULL
OC2413,54,NULL
OC2413,55,NULL
OC2413,56,NULL
OC2413,57,NULL
OC2413,58,NULL
OC2413,59,NULL
OC2413,60,NULL
OC2413,61,NULL
OC2413,62,NULL
OC2413,63,NULL
OC2413,64,NULL
OC2413,65,NULL
OC2413,66,NULL
OC2413,67,NULL
OC2413,68,NULL
OC2413,69,NULL
OC2413,70,NULL
OC2413,71,NULL
OC2413,72,NULL
OC2413,73,NULL
OC2413,74,NULL
OC2413,75,NULL
OC2413,76,NULL
OC2413,77,NULL
OC2413,78,NULL
OC2413,79,NULL
OC2413,80,NULL
OC2413,81,NULL
OC2413,82,NULL
OC2413,83,NULL
OC2413,84,NULL
OC2413,85,NULL
OC2413,86,NULL
OC2413,87,NULL
OC2413,88,NULL
OC2413,89,NULL
OC2413,90,NULL
OC2413,91,NULL
OC2421,11,22551
OC2421,12,23102.272727272728
OC2421,13,23653.545454545456
OC2421,14,24204.81818181818
OC2421,15,25031.727272727272
OC2421,16,25583.0
OC2421,17,26134.272727272728
OC2421,18,26961.181818181816
OC2421,19,27512.454545454544
OC2421,20,28063.727272727272
OC2421,21,28615
OC2421,22,29053.652173913044
OC2421,23,29346.08695652174
OC2421,24,29638.521739130436
OC2421,25,29930.956521739132
OC2421,26,30369.608695652172
OC2421,27,30662.043478260868
OC2421,28,30954.478260869564
OC2421,29,31393.130434782608
OC2421,30,31685.565217391304
OC2421,31,31978
OC2421,32,32313.777777777777
OC2421,33,32537.629629629628
OC2421,34,32873.40740740741
OC2421,35,33097.259259259255
OC2421,36,33433.03703703704
OC2421,37,33656.88888888889
OC2421,38,33992.666666666664
OC2421,39,34328.444444444445
OC2421,40,34664.22222222222
OC2421,41,35000
OC2421,42,35368.22580645161
OC2421,43,35736.45161290323
OC2421,44,36104.67741935484
OC2421,45,36472.903225806454
OC2421,46,36841.12903225807
OC2421,47,37209.354838709674
OC2421,48,37577.58064516129
OC2421,49,37945.8064516129
OC2421,50,38436.77419354839
OC2421,51,38805
OC2421,52,39098.846153846156
OC2421,53,39490.64102564102
OC2421,54,39882.4358974359
OC2421,55,40176.282051282054
OC2421,56,40568.07692307692
OC2421,57,41057.820512820515
OC2421,58,41449.61538461538
OC2421,59,41841.41025641026
OC2421,60,42233.205128205125
OC2421,61,42625
OC2421,62,43033.1568627451
OC2421,63,43543.35294117647
OC2421,64,43951.509803921566
OC2421,65,44461.705882352944
OC2421,66,44971.901960784315
OC2421,67,45482.098039215685
OC2421,68,46094.333333333336
OC2421,69,46706.56862745098
OC2421,70,47216.76470588235
OC2421,71,47829
OC2421,72,48249.08108108108
OC2421,73,48739.17567567567
OC2421,74,49159.25675675676
OC2421,75,49649.35135135135
OC2421,76,50209.45945945946
OC2421,77,50699.55405405405
OC2421,78,51259.66216216216
OC2421,79,51819.77027027027
OC2421,80,52449.89189189189
OC2421,81,53010
OC2421,82,NULL
OC2421,83,NULL
OC2421,84,NULL
OC2421,85,NULL
OC2421,86,NULL
OC2421,87,NULL
OC2421,88,NULL
OC2421,89,NULL
OC2421,90,NULL
OC2421,91,NULL
OC2423,11,24291
OC2423,12,24729.090909090908
OC2423,13,25167.18181818182
OC2423,14,25605.272727272728
OC2423,15,26262.409090909092
OC2423,16,26700.5
OC2423,17,27138.590909090908
OC2423,18,27795.727272727272
OC2423,19,28233.818181818184
OC2423,20,28671.909090909092
OC2423,21,29110
OC2423,22,29662.391304347828
OC2423,23,30030.652173913044
OC2423,24,30398.91304347826
OC2423,25,30767.17391304348
OC2423,26,31319.565217391304
OC2423,27,31687.82608695652
OC2423,28,32056.08695652174
OC2423,29,32608.478260869564
OC2423,30,32976.739130434784
OC2423,31,33345
OC2423,32,33844.77777777778
OC2423,33,34177.96296296296
OC2423,34,34677.74074074074
OC2423,35,35010.92592592593
OC2423,36,35510.7037037037
OC2423,37,35843.88888888889
OC2423,38,36343.666666666664
OC2423,39,36843.444444444445
OC2423,40,37343.22222222222
OC2423,41,37843
OC2423,42,38215.77419354839
OC2423,43,38588.54838709677
OC2423,44,38961.32258064516
OC2423,45,39334.096774193546
OC2423,46,39706.87096774194
OC2423,47,40079.645161290326
OC2423,48,40452.41935483871
OC2423,49,40825.1935483871
OC2423,50,41322.22580645161
OC2423,51,41695
OC2423,52,42047.846153846156
OC2423,53,42518.307692307695
OC2423,54,42988.769230769234
OC2423,55,43341.61538461538
OC2423,56,43812.07692307692
OC2423,57,44400.153846153844
OC2423,58,44870.61538461538
OC2423,59,45341.07692307692
OC2423,60,45811.53846153846
OC2423,61,46282
OC2423,62,46807.25490196078
OC2423,63,47463.82352941176
OC2423,64,47989.078431372545
OC2423,65,48645.64705882353
OC2423,66,49302.21568627451
OC2423,67,49958.78431372549
OC2423,68,50746.666666666664
OC2423,69,51534.549019607846
OC2423,70,52191.117647058825
OC2423,71,52979
OC2423,72,53642.40540540541
OC2423,73,54416.37837837838
OC2423,74,55079.78378378379
OC2423,75,55853.75675675676
OC2423,76,56738.2972972973
OC2423,77,57512.270270270266
OC2423,78,58396.81081081081
OC2423,79,59281.35135135135
OC2423,80,60276.45945945946
OC2423,81,61161
OC2423,82,NULL
OC2423,83,NULL
OC2423,84,NULL
OC2423,85,NULL
OC2423,86,NULL
OC2423,87,NULL
OC2423,88,NULL
OC2423,89,NULL
OC2423,90,NULL
OC2423,91,NULL
OC2471,11,22774
OC2471,12,23055.18181818182
OC2471,13,23336.363636363636
OC2471,14,23617.545454545456
OC2471,15,24039.318181818184
OC2471,16,24320.5
OC2471,17,24601.68181818182
OC2471,18,25023.454545454544
OC2471,19,25304.636363636364
OC2471,20,25585.81818181818
OC2471,21,25867
OC2471,22,26104.391304347828
OC2471,23,26262.652173913044
OC2471,24,26420.91304347826
OC2471,25,26579.17391304348
OC2471,26,26816.565217391304
OC2471,27,26974.82608695652
OC2471,28,27133.08695652174
OC2471,29,27370.478260869564
OC2471,30,27528.739130434784
OC2471,31,27687
OC2471,32,28055.222222222223
OC2471,33,28300.703703703704
OC2471,34,28668.925925925927
OC2471,35,28914.40740740741
OC2471,36,29282.629629629628
OC2471,37,29528.11111111111
OC2471,38,29896.333333333332
OC2471,39,30264.555555555555
OC2471,40,30632.777777777777
OC2471,41,31001
OC2471,42,31297.41935483871
OC2471,43,31593.83870967742
OC2471,44,31890.25806451613
OC2471,45,32186.677419354837
OC2471,46,32483.09677419355
OC2471,47,32779.51612903226
OC2471,48,33075.93548387097
OC2471,49,33372.354838709674
OC2471,50,33767.58064516129
OC2471,51,34064
OC2471,52,34416.0
OC2471,53,34885.333333333336
OC2471,54,35354.666666666664
OC2471,55,35706.666666666664
OC2471,56,36176.0
OC2471,57,36762.666666666664
OC2471,58,37232.0
OC2471,59,37701.333333333336
OC2471,60,38170.666666666664
OC2471,61,38640
OC2471,62,39024.1568627451
OC2471,63,39504.35294117647
OC2471,64,39888.509803921566
OC2471,65,40368.705882352944
OC2471,66,40848.901960784315
OC2471,67,41329.098039215685
OC2471,68,41905.333333333336
OC2471,69,42481.56862745098
OC2471,70,42961.76470588235
OC2471,71,43538
OC2471,72,NULL
OC2471,73,NULL
OC2471,74,NULL
OC2471,75,NULL
OC2471,76,NULL
OC2471,77,NULL
OC2471,78,NULL
OC2471,79,NULL
OC2471,80,NULL
OC2471,81,NULL
OC2471,82,NULL
OC2471,83,NULL
OC2471,84,NULL
OC2471,85,NULL
OC2471,86,NULL
OC2471,87,NULL
OC2471,88,NULL
OC2471,89,NULL
OC2471,90,NULL
OC2471,91,NULL
OC3213,11,29984
OC3213,12,30400.363636363636
OC3213,13,30816.727272727272
OC3213,14,31233.090909090908
OC3213,15,31857.636363636364
OC3213,16,32274.0
OC3213,17,32690.363636363636
OC3213,18,33314.90909090909
OC3213,19,33731.27272727273
OC3213,20,34147.63636363636
OC3213,21,34564
OC3213,22,34808.565217391304
OC3213,23,34971.608695652176
OC3213,24,35134.65217391304
OC3213,25,35297.69565217391
OC3213,26,35542.260869565216
OC3213,27,35705.30434782609
OC3213,28,35868.34782608696
OC3213,29,36112.913043478264
OC3213,30,36275.95652173913
OC3213,31,36439
OC3213,32,36661.11111111111
OC3213,33,36809.18518518518
OC3213,34,37031.2962962963
OC3213,35,37179.37037037037
OC3213,36,37401.48148148148
OC3213,37,37549.555555555555
OC3213,38,37771.666666666664
OC3213,39,37993.77777777778
OC3213,40,38215.88888888889
OC3213,41,38438
OC3213,42,38550.93548387097
OC3213,43,38663.87096774193
OC3213,44,38776.8064516129
OC3213,45,38889.74193548387
OC3213,46,39002.67741935484
OC3213,47,39115.6129032258
OC3213,48,39228.54838709677
OC3213,49,39341.48387096774
OC3213,50,39492.06451612903
OC3213,51,39605
OC3213,52,39712.153846153844
OC3213,53,39855.02564102564
OC3213,54,39997.89743589744
OC3213,55,40105.05128205128
OC3213,56,40247.92307692308
OC3213,57,40426.51282051282
OC3213,58,40569.38461538462
OC3213,59,40712.25641025641
OC3213,60,40855.1282051282
OC3213,61,40998
OC3213,62,41131.72549019608
OC3213,63,41298.882352941175
OC3213,64,41432.60784313725
OC3213,65,41599.76470588235
OC3213,66,41766.92156862745
OC3213,67,41934.07843137255
OC3213,68,42134.666666666664
OC3213,69,42335.25490196078
OC3213,70,42502.41176470588
OC3213,71,42703
OC3213,72,42903.43243243243
OC3213,73,43137.27027027027
OC3213,74,43337.7027027027
OC3213,75,43571.54054054054
OC3213,76,43838.78378378379
OC3213,77,44072.62162162162
OC3213,78,44339.86486486487
OC3213,79,44607.10810810811
OC3213,80,44907.75675675676
OC3213,81,45175
OC3213,82,NULL
OC3213,83,NULL
OC3213,84,NULL
OC3213,85,NULL
OC3213,86,NULL
OC3213,87,NULL
OC3213,88,NULL
OC3213,89,NULL
OC3213,90,NULL
OC3213,91,NULL
OC3312,11,27269
OC3312,12,27737.090909090908
OC3312,13,28205.18181818182
OC3312,14,28673.272727272728
OC3312,15,29375.409090909092
OC3312,16,29843.5
OC3312,17,30311.590909090908
OC3312,18,31013.727272727272
OC3312,19,31481.818181818184
OC3312,20,31949.909090909092
OC3312,21,32418
OC3312,22,33142.434782608696
OC3312,23,33625.391304347824
OC3312,24,34108.34782608696
OC3312,25,34591.30434782609
OC3312,26,35315.739130434784
OC3312,27,35798.69565217391
OC3312,28,36281.65217391304
OC3312,29,37006.086956521736
OC3312,30,37489.04347826087
OC3312,31,37972
OC3312,32,38182.555555555555
OC3312,33,38322.92592592593
OC3312,34,38533.48148148148
OC3312,35,38673.851851851854
OC3312,36,38884.40740740741
OC3312,37,39024.77777777778
OC3312,38,39235.333333333336
OC3312,39,39445.88888888889
OC3312,40,39656.444444444445
OC3312,41,39867
OC3312,42,40004.12903225807
OC3312,43,40141.25806451613
OC3312,44,40278.3870967742
OC3312,45,40415.51612903226
OC3312,46,40552.645161290326
OC3312,47,40689.77419354839
OC3312,48,40826.903225806454
OC3312,49,40964.032258064515
OC3312,50,41146.87096774193
OC3312,51,41284
OC3312,52,41414.769230769234
OC3312,53,41589.1282051282
OC3312,54,41763.48717948718
OC3312,55,41894.256410256414
OC3312,56,42068.61538461538
OC3312,57,42286.5641025641
OC3312,58,42460.92307692308
OC3312,59,42635.282051282054
OC3312,60,42809.64102564102
OC3312,61,42984
OC3312,62,43147.294117647056
OC3312,63,43351.41176470588
OC3312,64,43514.705882352944
OC3312,65,43718.82352941176
OC3312,66,43922.94117647059
OC3312,67,44127.05882352941
OC3312,68,44372.0
OC3312,69,44616.94117647059
OC3312,70,44821.05882352941
OC3312,71,45066
OC3312,72,45262.62162162162
OC3312,73,45492.01351351351
OC3312,74,45688.63513513513
OC3312,75,45918.02702702703
OC3312,76,46180.18918918919
OC3312,77,46409.58108108108
OC3312,78,46671.74324324324
OC3312,79,46933.90540540541
OC3312,80,47228.83783783784
OC3312,81,47491
OC3312,82,47783.5
OC3312,83,48076.0
OC3312,84,48339.25
OC3312,85,48573.25
OC3312,86,48924.25
OC3312,87,49304.5
OC3312,88,49772.5
OC3312,89,50299.0
OC3312,90,50825.5
OC3312,91,51469
OC3313,11,29121
OC3313,12,29354.363636363636
OC3313,13,29587.727272727272
OC3313,14,29821.090909090908
OC3313,15,30171.136363636364
OC3313,16,30404.5
OC3313,17,30637.863636363636
OC3313,18,30987.909090909092
OC3313,19,31221.272727272728
OC3313,20,31454.636363636364
OC3313,21,31688
OC3313,22,31820.0
OC3313,23,31908.0
OC3313,24,31996.0
OC3313,25,32084.0
OC3313,26,32216.0
OC3313,27,32304.0
OC3313,28,32392.0
OC3313,29,32524.0
OC3313,30,32612.0
OC3313,31,32700
OC3313,32,32916.77777777778
OC3313,33,33061.2962962963
OC3313,34,33278.07407407407
OC3313,35,33422.59259259259
OC3313,36,33639.37037037037
OC3313,37,33783.88888888889
OC3313,38,34000.666666666664
OC3313,39,34217.444444444445
OC3313,40,34434.22222222222
OC3313,41,34651
OC3313,42,34812.6129032258
OC3313,43,34974.22580645161
OC3313,44,35135.83870967742
OC3313,45,35297.45161290323
OC3313,46,35459.06451612903
OC3313,47,35620.67741935484
OC3313,48,35782.290322580644
OC3313,49,35943.903225806454
OC3313,50,36159.3870967742
OC3313,51,36321
OC3313,52,36426.0
OC3313,53,36566.0
OC3313,54,36706.0
OC3313,55,36811.0
OC3313,56,36951.0
OC3313,57,37126.0
OC3313,58,37266.0
OC3313,59,37406.0
OC3313,60,37546.0
OC3313,61,37686
OC3313,62,37759.56862745098
OC3313,63,37851.529411764706
