xVariable,yVariable,marginalTaxRate
0,0,0
0,0,0
500,500.0,0
1000,1000.0,0
1500,1500.0,0
2000,2000.0,0
2500,2500.0,0
3000,3000.0,0
3500,3500.0,0
4000,4000.0,0
4500,4500.0,0
5000,5000.0,0
5500,5500.0,0
6000,6000.0,0
6500,6500.0,0
7000,7000.0,0
7475,7475,0
7475,7475,0.2
7500,7495.0,0.2
8000,7895.0,0.2
8500,8295.0,0.2
9000,8695.0,0.2
9500,9095.0,0.2
10000,9495.0,0.2
10500,9895.0,0.2
11000,10295.0,0.2
11500,10695.0,0.2
12000,11095.0,0.2
12500,11495.0,0.2
13000,11895.0,0.2
13500,12295.0,0.2
14000,12695.0,0.2
14500,13095.0,0.2
15000,13495.0,0.2
15500,13895.0,0.2
16000,14295.0,0.2
16500,14695.0,0.2
17000,15095.0,0.2
17500,15495.0,0.2
18000,15895.0,0.2
18500,16295.0,0.2
19000,16695.0,0.2
19500,17095.0,0.2
20000,17495.0,0.2
20500,17895.0,0.2
21000,18295.0,0.2
21500,18695.0,0.2
22000,19095.0,0.2
22500,19495.0,0.2
23000,19895.0,0.2
23500,20295.0,0.2
24000,20695.0,0.2
24500,21095.0,0.2
25000,21495.0,0.2
25500,21895.0,0.2
26000,22295.0,0.2
26500,22695.0,0.2
27000,23095.0,0.2
27500,23495.0,0.2
28000,23895.0,0.2
28500,24295.0,0.2
29000,24695.0,0.2
29500,25095.0,0.2
30000,25495.0,0.2
30500,25895.0,0.2
31000,26295.0,0.2
31500,26695.0,0.2
32000,27095.0,0.2
32500,27495.0,0.2
33000,27895.0,0.2
33500,28295.0,0.2
34000,28695.0,0.2
34500,29095.0,0.2
35000,29495.0,0.2
35500,29895.0,0.2
36000,30295.0,0.2
36500,30695.0,0.2
37000,31095.0,0.2
37500,31495.0,0.2
38000,31895.0,0.2
38500,32295.0,0.2
39000,32695.0,0.2
39500,33095.0,0.2
40000,33495.0,0.2
40500,33895.0,0.2
41000,34295.0,0.2
41500,34695.0,0.2
42000,35095.0,0.2
42475,35475.0,0.2
42475,35475.0,0.4
42500,35490.0,0.4
43000,35790.0,0.4
43500,36090.0,0.4
44000,36390.0,0.4
44500,36690.0,0.4
