xVariable,yVariable,marginalTaxRate
0,0,0
0,0,0
500,500.0,0
1000,1000.0,0
1500,1500.0,0
2000,2000.0,0
2500,2500.0,0
3000,3000.0,0
3500,3500.0,0
4000,4000.0,0
4500,4500.0,0
5000,5000.0,0
5500,5500.0,0
6000,6000.0,0
6500,6500.0,0
7000,7000.0,0
7500,7500.0,0
8000,8000.0,0
8500,8500.0,0
8630,8630,0
8630,8630,0.2
9000,8926.0,0.2
9500,9326.0,0.2
10000,9726.0,0.2
10500,10126.0,0.2
11000,10526.0,0.2
11500,10926.0,0.2
12000,11326.0,0.2
12500,11726.0,0.2
13000,12126.0,0.2
13500,12526.0,0.2
14000,12926.0,0.2
14500,13326.0,0.2
15000,13726.0,0.2
15500,14126.0,0.2
16000,14526.0,0.2
16500,14926.0,0.2
17000,15326.0,0.2
17500,15726.0,0.2
18000,16126.0,0.2
18500,16526.0,0.2
19000,16926.0,0.2
19500,17326.0,0.2
20000,17726.0,0.2
20500,18126.0,0.2
21000,18526.0,0.2
21500,18926.0,0.2
22000,19326.0,0.2
22500,19726.0,0.2
23000,20126.0,0.2
23500,20526.0,0.2
24000,20926.0,0.2
24500,21326.0,0.2
25000,21726.0,0.2
25500,22126.0,0.2
26000,22526.0,0.2
26500,22926.0,0.2
27000,23326.0,0.2
27500,23726.0,0.2
28000,24126.0,0.2
28500,24526.0,0.2
29000,24926.0,0.2
29500,25326.0,0.2
30000,25726.0,0.2
30500,26126.0,0.2
31000,26526.0,0.2
31500,26926.0,0.2
32000,27326.0,0.2
32500,27726.0,0.2
33000,28126.0,0.2
33500,28526.0,0.2
34000,28926.0,0.2
34500,29326.0,0.2
35000,29726.0,0.2
35500,30126.0,0.2
36000,30526.0,0.2
36500,30926.0,0.2
37000,31326.0,0.2
37500,31726.0,0.2
38000,32126.0,0.2
38500,32526.0,0.2
39000,32926.0,0.2
39500,33326.0,0.2
40000,33726.0,0.2
40500,34126.0,0.2
41000,34526.0,0.2
41500,34926.0,0.2
42000,35326.0,0.2
42500,35726.0,0.2
43000,36126.0,0.2
43500,36526.0,0.2
44000,36926.0,0.2
44500,37326.0,0.2
45000,37726.0,0.2
45500,38126.0,0.2
