xVariable,yVariable,marginalTaxRate
0,0,0
0,0,0
500,500.0,0
1000,1000.0,0
1500,1500.0,0
2000,2000.0,0
2500,2500.0,0
3000,3000.0,0
3500,3500.0,0
4000,4000.0,0
4500,4500.0,0
5000,5000.0,0
5500,5500.0,0
6000,6000.0,0
6500,6500.0,0
7000,7000.0,0
7500,7500.0,0
8000,8000.0,0
8500,8500.0,0
9000,9000.0,0
9500,9500.0,0
10000,10000.0,0
10500,10500.0,0
11000,11000.0,0
11500,11500.0,0
11813,11813,0
11813,11813,0.2
12000,11962.6,0.2
12500,12362.6,0.2
13000,12762.6,0.2
13500,13162.6,0.2
14000,13562.6,0.2
14500,13962.6,0.2
15000,14362.6,0.2
15500,14762.6,0.2
16000,15162.6,0.2
16500,15562.6,0.2
17000,15962.599999999999,0.2
17500,16362.599999999999,0.2
18000,16762.6,0.2
18500,17162.6,0.2
19000,17562.6,0.2
19500,17962.6,0.2
20000,18362.6,0.2
20500,18762.6,0.2
21000,19162.6,0.2
21500,19562.6,0.2
22000,19962.6,0.2
22500,20362.6,0.2
23000,20762.6,0.2
23500,21162.6,0.2
24000,21562.6,0.2
24500,21962.6,0.2
25000,22362.6,0.2
25500,22762.600000000002,0.2
26000,23162.600000000002,0.2
26500,23562.600000000002,0.2
27000,23962.600000000002,0.2
27500,24362.600000000002,0.2
28000,24762.600000000002,0.2
28500,25162.600000000002,0.2
29000,25562.600000000002,0.2
29500,25962.600000000002,0.2
30000,26362.600000000002,0.2
30500,26762.600000000002,0.2
31000,27162.600000000002,0.2
31500,27562.600000000002,0.2
32000,27962.600000000002,0.2
32500,28362.600000000002,0.2
33000,28762.600000000002,0.2
33500,29162.600000000002,0.2
34000,29562.600000000002,0.2
34500,29962.600000000002,0.2
35000,30362.600000000002,0.2
35500,30762.600000000002,0.2
36000,31162.600000000002,0.2
36500,31562.600000000006,0.2
37000,31962.600000000006,0.2
37500,32362.600000000006,0.2
38000,32762.600000000006,0.2
38500,33162.600000000006,0.2
39000,33562.600000000006,0.2
39500,33962.6,0.2
40000,34362.6,0.2
40500,34762.6,0.2
41000,35162.6,0.2
41500,35562.6,0.2
42000,35962.6,0.2
42500,36362.6,0.2
