xVariable,yVariable,marginalTaxRate
0,0,0
0,0,0
500,500.0,0
1000,1000.0,0
1500,1500.0,0
2000,2000.0,0
2500,2500.0,0
3000,3000.0,0
3500,3500.0,0
4000,4000.0,0
4500,4500.0,0
5000,5000.0,0
5500,5500.0,0
6000,6000.0,0
6500,6500.0,0
7000,7000.0,0
7500,7500.0,0
8000,8000.0,0
8500,8500.0,0
9000,9000.0,0
9500,9500.0,0
10000,10000.0,0
10500,10500.0,0
11000,11000.0,0
11417,11417,0
11417,11417,0.2
11500,11483.4,0.2
12000,11883.4,0.2
12500,12283.4,0.2
13000,12683.4,0.2
13500,13083.4,0.2
14000,13483.4,0.2
14500,13883.4,0.2
15000,14283.4,0.2
15500,14683.4,0.2
16000,15083.4,0.2
16500,15483.4,0.2
17000,15883.4,0.2
17500,16283.4,0.2
18000,16683.4,0.2
18500,17083.4,0.2
19000,17483.4,0.2
19500,17883.4,0.2
20000,18283.4,0.2
20500,18683.4,0.2
21000,19083.4,0.2
21500,19483.4,0.2
22000,19883.4,0.2
22500,20283.4,0.2
23000,20683.4,0.2
23500,21083.4,0.2
24000,21483.4,0.2
24500,21883.4,0.2
25000,22283.4,0.2
25500,22683.4,0.2
26000,23083.4,0.2
26500,23483.4,0.2
27000,23883.4,0.2
27500,24283.4,0.2
28000,24683.4,0.2
28500,25083.4,0.2
29000,25483.4,0.2
29500,25883.4,0.2
30000,26283.4,0.2
30500,26683.4,0.2
31000,27083.4,0.2
31500,27483.4,0.2
32000,27883.4,0.2
32500,28283.4,0.2
33000,28683.4,0.2
33500,29083.4,0.2
34000,29483.4,0.2
34500,29883.4,0.2
35000,30283.4,0.2
35500,30683.4,0.2
36000,31083.4,0.2
36500,31483.4,0.2
37000,31883.4,0.2
37500,32283.4,0.2
38000,32683.4,0.2
38500,33083.4,0.2
39000,33483.4,0.2
39500,33883.4,0.2
40000,34283.4,0.2
40500,34683.4,0.2
41000,35083.4,0.2
41500,35483.4,0.2
42000,35883.4,0.2
42500,36283.4,0.2
43000,36683.4,0.2
43500,37083.4,0.2
44000,37483.4,0.2
44500,37883.4,0.2
45000,38283.4,0.2
45500,38683.4,0.2
45652,38805.0,0.2
