xVariable,yVariable,marginalTaxRate
0,0,0
0,0,0
500,500.0,0
1000,1000.0,0
1500,1500.0,0
2000,2000.0,0
2500,2500.0,0
3000,3000.0,0
3500,3500.0,0
4000,4000.0,0
4500,4500.0,0
5000,5000.0,0
5500,5500.0,0
6000,6000.0,0
6500,6500.0,0
7000,7000.0,0
7500,7500.0,0
8000,8000.0,0
8500,8500.0,0
9000,9000.0,0
9440,9440,0
9440,9440,0.2
9500,9488.0,0.2
10000,9888.0,0.2
10500,10288.0,0.2
11000,10688.0,0.2
11500,11088.0,0.2
12000,11488.0,0.2
12500,11888.0,0.2
13000,12288.0,0.2
13500,12688.0,0.2
14000,13088.0,0.2
14500,13488.0,0.2
15000,13888.0,0.2
15500,14288.0,0.2
16000,14688.0,0.2
16500,15088.0,0.2
17000,15488.0,0.2
17500,15888.0,0.2
18000,16288.0,0.2
18500,16688.0,0.2
19000,17088.0,0.2
19500,17488.0,0.2
20000,17888.0,0.2
20500,18288.0,0.2
21000,18688.0,0.2
21500,19088.0,0.2
22000,19488.0,0.2
22500,19888.0,0.2
23000,20288.0,0.2
23500,20688.0,0.2
24000,21088.0,0.2
24500,21488.0,0.2
25000,21888.0,0.2
25500,22288.0,0.2
26000,22688.0,0.2
26500,23088.0,0.2
27000,23488.0,0.2
27500,23888.0,0.2
28000,24288.0,0.2
28500,24688.0,0.2
29000,25088.0,0.2
29500,25488.0,0.2
30000,25888.0,0.2
30500,26288.0,0.2
31000,26688.0,0.2
31500,27088.0,0.2
32000,27488.0,0.2
32500,27888.0,0.2
33000,28288.0,0.2
33500,28688.0,0.2
34000,29088.0,0.2
34500,29488.0,0.2
35000,29888.0,0.2
35500,30288.0,0.2
36000,30688.0,0.2
36500,31088.0,0.2
37000,31488.0,0.2
37500,31888.0,0.2
38000,32288.0,0.2
38500,32688.0,0.2
39000,33088.0,0.2
39500,33488.0,0.2
40000,33888.0,0.2
40500,34288.0,0.2
41000,34688.0,0.2
41450,35048.0,0.2
41450,35048.0,0.4
41500,35078.0,0.4
42000,35378.0,0.4
42500,35678.0,0.4
43000,35978.0,0.4
43500,36278.0,0.4
44000,36578.0,0.4
44500,36878.0,0.4
