xVariable,yVariable,marginalTaxRate
131500,79910.0,0.42
132000,80200.0,0.42
132500,80490.0,0.42
133000,80780.0,0.42
133500,81070.0,0.42
134000,81360.0,0.42
134500,81650.0,0.42
135000,81940.0,0.42
135500,82230.0,0.42
136000,82520.0,0.42
136500,82810.0,0.42
137000,83100.0,0.42
137500,83390.0,0.42
138000,83680.0,0.42
138500,83970.0,0.42
139000,84260.0,0.42
139500,84550.0,0.42
140000,84840.0,0.42
140500,85130.0,0.42
141000,85420.0,0.42
141500,85710.0,0.42
142000,86000.0,0.42
142500,86290.0,0.42
143000,86580.0,0.42
143500,86870.0,0.42
144000,87160.0,0.42
144500,87450.0,0.42
145000,87740.0,0.42
145500,88030.0,0.42
146000,88320.0,0.42
146500,88610.0,0.42
147000,88900.0,0.42
147500,89190.0,0.42
148000,89480.0,0.42
148500,89770.0,0.42
149000,90060.0,0.42
149500,90350.0,0.42
150000,90640.0,0.42
150000,90640.0,0.47
150500,90905.0,0.47
151000,91170.0,0.47
151500,91435.0,0.47
152000,91700.0,0.47
152500,91965.0,0.47
153000,92230.0,0.47
153500,92495.0,0.47
154000,92760.0,0.47
154500,93025.0,0.47
155000,93290.0,0.47
155500,93555.0,0.47
156000,93820.0,0.47
156500,94085.0,0.47
157000,94350.0,0.47
157500,94615.0,0.47
158000,94880.0,0.47
158500,95145.0,0.47
159000,95410.0,0.47
159500,95675.0,0.47
160000,95940.0,0.47
160500,96205.0,0.47
161000,96470.0,0.47
161500,96735.0,0.47
162000,97000.0,0.47
162500,97265.0,0.47
163000,97530.0,0.47
163500,97795.0,0.47
164000,98060.0,0.47
164500,98325.0,0.47
165000,98590.0,0.47
165500,98855.0,0.47
166000,99120.0,0.47
166500,99385.0,0.47
167000,99650.0,0.47
167500,99915.0,0.47
168000,100180.0,0.47
168500,100445.0,0.47
169000,100710.0,0.47
169500,100975.0,0.47
170000,101240.0,0.47
170500,101505.0,0.47
171000,101770.0,0.47
171500,102035.0,0.47
172000,102300.0,0.47
172500,102565.0,0.47
173000,102830.0,0.47
173500,103095.0,0.47
174000,103360.0,0.47
174500,103625.0,0.47
175000,103890.0,0.47
175500,104155.0,0.47
176000,104420.0,0.47
176500,104685.0,0.47
177000,104950.0,0.47
177500,105215.0,0.47
178000,105480.0,0.47
178500,105745.0,0.47
179000,106010.0,0.47
179500,106275.0,0.47
180000,106540.0,0.47
180500,106805.0,0.47
181000,107070.0,0.47
181500,107335.0,0.47
182000,107600.0,0.47
182500,107865.0,0.47
183000,108130.0,0.47
183500,108395.0,0.47
184000,108660.0,0.47
184500,108925.0,0.47
185000,109190.0,0.47
185500,109455.0,0.47
186000,109720.0,0.47
186500,109985.0,0.47
187000,110250.0,0.47
187500,110515.0,0.47
188000,110780.0,0.47
188500,111045.0,0.47
189000,111310.0,0.47
189500,111575.0,0.47
190000,111840.0,0.47
190500,112105.0,0.47
191000,112370.0,0.47
191500,112635.0,0.47
192000,112900.0,0.47
192500,113165.0,0.47
193000,113430.0,0.47
193500,113695.0,0.47
194000,113960.0,0.47
194500,114225.0,0.47
195000,114490.0,0.47
195500,114755.0,0.47
196000,115020.0,0.47
196500,115285.0,0.47
197000,115550.0,0.47
197500,115815.0,0.47
198000,116080.0,0.47
198500,116345.0,0.47
199000,116610.0,0.47
199500,116875.0,0.47
200000,117140.0,0.47
200500,117405.0,0.47
201000,117670.0,0.47
201500,117935.0,0.47
202000,118200.0,0.47
202500,118465.0,0.47
203000,118730.0,0.47
203500,118995.0,0.47
204000,119260.0,0.47
204500,119525.0,0.47
205000,119790.0,0.47
205500,120055.0,0.47
206000,120320.0,0.47
206500,120585.0,0.47
207000,120850.0,0.47
207500,121115.0,0.47
208000,121380.0,0.47
208500,121645.0,0.47
209000,121910.0,0.47
209500,122175.0,0.47
210000,122440.0,0.47
210500,122705.0,0.47
211000,122970.0,0.47
211500,123235.0,0.47
212000,123500.0,0.47
212500,123765.0,0.47
213000,124030.0,0.47
213500,124295.0,0.47
214000,124560.0,0.47
214500,124825.0,0.47
215000,125090.0,0.47
215500,125355.0,0.47
216000,125620.0,0.47
216500,125885.0,0.47
217000,126150.0,0.47
217500,126415.0,0.47
218000,126680.0,0.47
218500,126945.0,0.47
219000,127210.0,0.47
219500,127475.0,0.47
220000,127740.0,0.47
220500,128005.0,0.47
221000,128270.0,0.47
221500,128535.0,0.47
222000,128800.0,0.47
222500,129065.0,0.47
223000,129330.0,0.47
223500,129595.0,0.47
224000,129860.0,0.47
224500,130125.0,0.47
225000,130390.0,0.47
225500,130655.0,0.47
226000,130920.0,0.47
226500,131185.0,0.47
227000,131450.0,0.47
227500,131715.0,0.47
228000,131980.0,0.47
228500,132245.0,0.47
229000,132510.0,0.47
229500,132775.0,0.47
230000,133040.0,0.47
230500,133305.0,0.47
231000,133570.0,0.47
231500,133835.0,0.47
232000,134100.0,0.47
232500,134365.0,0.47
233000,134630.0,0.47
233500,134895.0,0.47
234000,135160.0,0.47
234500,135425.0,0.47
235000,135690.0,0.47
235500,135955.0,0.47
236000,136220.0,0.47
236500,136485.0,0.47
237000,136750.0,0.47
237500,137015.0,0.47
238000,137280.0,0.47
238500,137545.0,0.47
239000,137810.0,0.47
239500,138075.0,0.47
240000,138340.0,0.47
240500,138605.0,0.47
241000,138870.0,0.47
241500,139135.0,0.47
242000,139400.0,0.47
242500,139665.0,0.47
243000,139930.0,0.47
243500,140195.0,0.47
244000,140460.0,0.47
244500,140725.0,0.47
245000,140990.0,0.47
245500,141255.0,0.47
246000,141520.0,0.47
246500,141785.0,0.47
247000,142050.0,0.47
247500,142315.0,0.47
248000,142580.0,0.47
248500,142845.0,0.47
249000,143110.0,0.47
249500,143375.0,0.47
250000,143640.0,0.47
